"CAINC30 Economic Profile"
"Personal income (Thousands of dollars)" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1610096,1748807,1876257,2088606,2371928,2579363,2885291,3167353,3478689,3930348,4374587,4729751,5251009,5568374,5832091,6368257,6663097,6962423,7387175,7947225,8636763,9316531,9605571,10275979,10652611,11423920,12160371,13012503,13762197,14843208,15578958,16537584,17345857,17897890,18487536,20022281,21047571,22640467,23898051,25000070,24506084,25522229,26795384,28653477,29107336,31149990,32905966,34183500,35542100,37229450,38488124
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",19880599,20473778,22059058,24440594,27254747,28883744,30323450,33800030,38051495,42389221,46120599,48824209,51395115,52922315,56201073,62456215,68591338,73127376,75541248,80991059,86947955,90544457,91197557,96314198,101454753,109115048,115768562,121857583,128129940,136835912,143497812,154608106,155936966,153996048,156954158,159941935,163362941,165250230,169525355,169735552,159040002,163054960,174592132,182886313,184082752,193982040,205899644,211618011,217795006,227218784,234001030
"20020","Dothan, AL (Metropolitan Statistical Area)",248722,278801,309458,349141,427476,477002,519787,598322,642890,728189,792719,870374,1038673,1064555,1121096,1267023,1329945,1416153,1517449,1656851,1839932,1887410,1983201,2155078,2195197,2328710,2477812,2547319,2664477,2846932,2974671,3061404,3324796,3433808,3551525,3816193,4065101,4318859,4581658,4688117,4673898,4924610,5112741,5181319,5241972,5373158,5595294,5707566,5921045,6191069,6443785
"20100","Dover, DE (Metropolitan Statistical Area)",299381,329298,366988,408579,456659,510034,562531,607527,649026,716082,771030,842712,949603,1026420,1090616,1193297,1286780,1388580,1495350,1638237,1799718,1913129,2032361,2143911,2209117,2313151,2466683,2644216,2705802,2944853,3162087,3465258,3491114,3701603,3949828,4291716,4502954,4858465,5108370,5230737,5457977,5515453,5838109,5970367,6132355,6399294,6575805,6833378,7175296,7434085,7791288
"20220","Dubuque, IA (Metropolitan Statistical Area)",307166,337786,359129,395076,447182,496919,546504,595507,672610,748022,807693,856714,944822,955294,981524,1104426,1144351,1170040,1265517,1304156,1405943,1467082,1514201,1642851,1695548,1818686,1923481,2007121,2081386,2209321,2228249,2358789,2400479,2458118,2532593,2621209,2723779,2977763,3237610,3376832,3297010,3462798,3699412,3906579,3948700,4146030,4350691,4390384,4525257,4857757,5013959
"20260","Duluth, MN-WI (Metropolitan Statistical Area)",996650,1091237,1176718,1272078,1392187,1529535,1779868,2000382,2071046,2390958,2653643,2883151,3179437,3151995,3166500,3383969,3481700,3593531,3707038,3892768,4273510,4552206,4734324,5021936,5140088,5381743,5709917,6019229,6245479,6708630,6982994,7440799,7585485,7887913,8129272,8444425,8505046,8934077,9459752,10064128,9965046,10573803,11206588,11432368,11462135,11898558,12263469,12235956,12684906,13307077,13759223
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)",892187,981085,1105333,1222566,1352372,1493363,1665544,1855362,2046775,2308274,2561901,2874133,3273941,3572018,3866019,4418519,4867803,5259351,5679318,6210312,6916601,7436065,7880281,8603760,9154455,9656592,10278854,10988761,11733419,12559355,13318660,14301660,14820890,14907137,15378859,17177586,18365485,19954093,21601841,22666029,22289592,23242852,24301260,25613532,25721515,27496715,28969590,30446265,32126449,33613793,35068510
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)",177243,194209,213335,248897,288633,332565,376892,419438,466232,527126,594040,671280,748267,820383,886219,996821,1101908,1225161,1358778,1520404,1661775,1753086,1824976,1954018,2099128,2241252,2387172,2553234,2745753,2971277,3178849,3547649,3791848,3990249,4205053,4505777,4779892,5052844,5383427,5580864,5442954,5419411,5680408,5627464,5878132,6133664,6378432,6589053,6801000,7155522,7461802
"20740","Eau Claire, WI (Metropolitan Statistical Area)",381576,419956,458788,498973,544971,593854,654586,718124,809882,903140,1001516,1134990,1258094,1335786,1418059,1540874,1624946,1738763,1836251,1932390,2103205,2210384,2291073,2473941,2556898,2731707,2890743,3073447,3291681,3563347,3734445,3998274,4139285,4270141,4391967,4565012,4749612,5084636,5420222,5652516,5772068,5998210,6332982,6612776,6675634,6995248,7165751,7197451,7557155,8018914,8288411
"20940","El Centro, CA (Metropolitan Statistical Area)",284148,299115,301362,384220,425947,488692,523162,581199,603258,656466,929275,892604,937766,1039053,1100336,1127019,1123270,1161225,1363167,1568327,1688937,1789097,1874590,2015111,2262259,2284882,2360428,2345878,2440859,2625793,2716208,2728047,3013830,3396634,3544125,3660691,3843753,4128385,4377931,4772539,4855435,5146671,5584408,5671528,5893251,6232834,6706452,6575270,6731955,6822928,7329602
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",465823,491984,506089,542596,560221,652568,671920,706293,813909,870028,963407,1043585,1120007,1224859,1301661,1419848,1507158,1570448,1646379,1740487,1867718,1952934,2026159,2221243,2261877,2353163,2427074,2551053,2657710,2849207,2977592,3293388,3419957,3483672,3635163,3820748,3972256,4176731,4360992,4595957,4789679,5071684,5331576,5433482,5390343,5613460,5741534,5913731,6124409,6351661,6630660
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)",528236,552330,601971,683157,759373,749526,785862,908745,1021030,1141941,1203224,1226176,1353592,1443216,1645532,1885250,1993676,2160033,2354303,2542726,2732709,2803794,2854501,3141154,3350572,3619981,3812383,3977379,4141940,4502446,4809100,5056272,4949576,5125816,5314844,5617977,5892501,6143243,6314818,6151191,5614387,6003170,6421646,6922243,7164192,7765498,8178645,8545400,9258826,9531126,9692815
"21300","Elmira, NY (Metropolitan Statistical Area)",371153,396780,417926,450654,493677,534102,573579,619058,663650,714037,774162,866444,949566,998061,1045639,1129476,1159337,1220687,1299640,1395009,1535913,1612204,1665578,1728476,1757154,1820741,1890135,1957988,2022561,2092338,2176272,2305066,2320281,2306161,2348816,2427378,2527021,2659045,2776138,2976288,2986284,3129717,3275325,3349249,3365193,3445062,3490161,3486483,3632530,3735959,3874102
"21340","El Paso, TX (Metropolitan Statistical Area)",1142394,1203259,1316139,1427111,1630778,1831322,1939079,2161399,2380879,2668601,3036740,3371958,4064006,4390171,4728022,5096456,5502556,5806357,6029678,6454997,7067940,7634080,7942059,8771712,9242850,9749666,10234554,10632063,11373629,11993157,12259667,13060057,13634863,14355497,14912344,15737415,16751349,17785445,18900589,19903847,20893767,22892407,24455648,25653500,25246542,26570109,27422758,28097282,29129580,30533172,31766708
"21420","Enid, OK (Metropolitan Statistical Area)",200371,220525,240055,259831,289212,320536,359151,398849,451706,505892,594705,694855,825882,908798,889002,951281,937021,912366,881225,918649,954368,982357,988747,1050094,1081363,1133191,1151110,1194696,1293667,1336098,1327466,1396097,1455411,1507998,1599909,1713897,1797543,2006866,2093011,2235026,2165745,2373651,2511915,2714769,2651459,2838631,2785546,2725012,2626515,2667845,2741380
"21500","Erie, PA (Metropolitan Statistical Area)",945158,1032554,1114365,1215863,1356689,1518598,1650464,1762065,1926260,2133750,2351026,2572414,2827865,2984718,3080333,3310930,3479883,3607065,3757515,4019275,4404653,4658382,4911352,5231718,5483858,5711514,5876065,6178960,6465592,6627296,6825954,7127776,7296324,7450672,7555007,7884378,8138952,8586015,9077805,9458879,9354400,9717399,10398013,10711298,10660159,10977709,11327145,11431703,11632868,12229735,12509662
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)",723185,790124,879451,997847,1130280,1260360,1401281,1623286,1861298,2139948,2403456,2602364,2775658,2775517,2958424,3199434,3346049,3494361,3728839,4091201,4497330,4749152,4942665,5252388,5624250,6036094,6452420,6870127,7276385,7719500,7935799,8412004,8804327,8880652,9083599,9662483,10326208,11303027,11559356,11870738,11563471,11916860,12352981,12910394,12971081,13872266,14908517,15638663,16667640,17460343,18087217
"21780","Evansville, IN-KY (Metropolitan Statistical Area)",900984,949474,1042382,1131669,1292367,1415870,1557836,1744746,2012432,2252233,2500776,2733336,3016477,3199760,3337875,3733480,3922567,4064600,4196686,4500810,4827390,5114966,5268274,5694486,5979454,6242059,6449760,6867883,7194717,7755180,7960720,8440048,8791589,8995336,9223663,9552435,9959401,10585043,10707858,11286691,11106626,11818127,12647558,13128069,12696524,13210499,13667426,13802168,14316699,14810042,15406351
"21820","Fairbanks, AK (Metropolitan Statistical Area) *",249513,278000,290765,310392,328225,453568,808224,853100,765561,737979,756770,826592,941399,1194321,1271568,1328195,1425756,1398719,1368064,1406800,1535059,1586890,1653668,1784644,1863705,1879554,1959578,2011923,2105279,2219427,2293567,2462810,2542161,2707031,2876709,3032896,3325347,3646033,3932425,4337094,4310773,4542248,4999795,5111638,4960891,5178518,5355702,5338649,5443462,5689172,5806852
"22020","Fargo, ND-MN (Metropolitan Statistical Area)",422741,462348,509069,565942,740158,775821,804871,954422,966351,1164667,1241704,1282880,1480087,1590659,1688887,1845072,1926305,2052916,2174116,2237854,2417863,2609655,2710777,2944037,3046222,3298751,3473885,3770530,3951158,4285166,4542574,4975929,5010934,5260760,5545696,5910734,6261316,6789813,7288834,8006456,7911949,8419670,9145648,10231671,10499977,11332101,11743034,11864177,12276915,13025395,13521155
"22140","Farmington, NM (Metropolitan Statistical Area)",138902,142881,169166,196092,231880,281735,330766,388734,464962,547021,603458,705424,827140,864389,852747,888571,944181,949129,927185,977868,1078673,1194625,1294574,1382774,1497682,1609242,1726308,1803323,1914781,1997708,2053287,2190296,2386076,2469314,2599926,2819439,3104292,3419440,3699339,4091616,3899385,3961771,4211703,4272325,4163504,4360632,4419133,4256764,4315894,4427385,4462308
"22180","Fayetteville, NC (Metropolitan Statistical Area)",988120,1029361,1090006,1245518,1404978,1619882,1750260,1876865,2000032,2194689,2369607,2730707,3027132,3266253,3571826,3937461,4196139,4455378,4710061,5031281,5388586,5614329,5907976,6999754,7331631,7550199,7995836,8380706,8754968,9285362,9705121,10255575,10484023,10990343,11449137,12080766,12789451,13339849,13828912,14655893,14826321,15534312,16174151,16626684,16683199,17150633,17691050,17849753,18430980,19265143,20122626
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",357505,382774,435716,515342,617952,656463,785217,886431,996163,1153753,1286441,1446798,1662240,1776395,1955518,2242384,2452348,2707447,2855818,3112730,3428349,3658414,3948515,4433079,4802809,5282040,5809384,6271747,6762307,7420547,7980426,8646904,9285777,9842713,10581704,11939086,13264268,14821673,16158610,17177592,16228124,17091019,19534967,22935557,22970415,26416796,28685825,30631396,32129787,35143183,36251158
"22380","Flagstaff, AZ (Metropolitan Statistical Area)",146531,161686,191445,232114,274482,296520,335707,361820,397913,470375,520701,600418,665849,713246,783166,872848,956449,1054836,1124707,1207907,1281478,1388541,1485117,1629994,1723819,1872310,2001700,2149711,2303810,2471828,2595182,2783656,2943801,3078887,3229108,3482171,3744647,4121965,4417750,4718477,4528032,4631674,4980615,5012242,5241669,5592651,5945052,6243199,6602169,6965148,7057376
"22420","Flint, MI (Metropolitan Statistical Area)",1816771,1771022,2050637,2232036,2452316,2474702,2695600,3205305,3692290,4042108,4414030,4644626,5064084,5039827,5492110,6109702,6637303,6962585,6661000,6894660,7224829,7558747,7929183,8182401,8539785,9421322,9932124,10362715,10527497,10857256,11192721,11748660,11705453,11795207,12162422,12383484,12563100,12934723,13049982,13123052,12642012,12926987,13539220,13869270,14095656,14556448,15235343,15627147,15972759,16518658,17015416
"22500","Florence, SC (Metropolitan Statistical Area)",370640,406157,445235,501497,576880,674759,713992,792398,870486,994242,1099503,1223173,1400222,1462646,1557357,1737405,1832209,1928084,2067273,2254760,2481749,2655971,2829845,3024174,3186980,3365240,3530073,3778617,3956507,4190862,4339852,4626451,4810871,4940795,5104534,5360770,5536629,5931514,6203764,6439881,6298349,6446200,6729626,6866558,6988775,7213694,7532375,7738544,7954201,8324125,8696180
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",332857,364774,407840,445489,491305,546775,599466,692149,763431,875787,975515,1078322,1195164,1241658,1289950,1395554,1475173,1554521,1635178,1777323,1893865,2078612,2173766,2321763,2414084,2555253,2702119,2819101,2909428,2970719,3039583,3155696,3253981,3288302,3443455,3666166,3883617,4105946,4328593,4416279,4403008,4602964,4756813,4820865,4851395,5068568,5200165,5271266,5384883,5579182,5785895
"22540","Fond du Lac, WI (Metropolitan Statistical Area)",301789,322337,344029,375685,423011,463052,510326,565686,637421,702220,794391,864166,949353,1000826,1041471,1161467,1215461,1277850,1365050,1428705,1607235,1688612,1725333,1855836,1959430,2103886,2197751,2317192,2426645,2573608,2641076,2796304,2836924,2939232,3003872,3101905,3198784,3336101,3539480,3722226,3603965,3743813,3897726,4077064,4078347,4304888,4471789,4523940,4716776,4976108,5164866
"22660","Fort Collins, CO (Metropolitan Statistical Area)",272754,313677,368477,428182,500034,577813,676045,782016,898522,1065075,1255180,1436880,1631363,1786871,1976418,2171404,2336369,2500223,2672269,2856494,3133629,3367283,3589411,3920444,4289008,4650188,5068498,5554984,6019839,6524426,6980100,7855633,8397005,8490999,8557473,8894401,9383173,10084924,10836123,11138411,10939308,11252959,11936687,12720373,13455320,14629751,15667640,16414294,17805751,19008370,19944871
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)",378179,414509,466663,524973,602115,687121,768624,863725,973632,1107095,1230623,1379855,1558633,1626346,1744901,1944948,2088130,2232178,2371120,2532316,2664620,2788722,2940873,3243555,3359570,3618251,3841099,4035121,4245430,4523772,4703283,5031830,5096001,5187302,5452503,5889997,6193319,6653826,6935183,7285935,7181578,7397525,7908546,8226669,8213436,8567881,8820118,8892102,9103592,9291140,9609548
"23060","Fort Wayne, IN (Metropolitan Statistical Area)",1182610,1251254,1354873,1497105,1679408,1828313,1915448,2144531,2415644,2699790,3003715,3196187,3486060,3560838,3689486,4102197,4437811,4857319,5224787,5728874,6242033,6515066,6570291,7150153,7425406,7868685,8324206,8724590,9153098,9889176,10288082,10828568,10799240,11025118,11008931,11477444,11885735,12802893,13310233,13554389,12981111,13413626,14330275,15133475,15204623,16098614,16971507,17363542,17936189,19015375,19636577
"23420","Fresno, CA (Metropolitan Statistical Area)",1500510,1653102,1799992,2036193,2339957,2740807,2963789,3397744,3628639,4040140,4792511,5540745,5809316,6125148,6443188,7119275,7644924,8160310,8910556,9572858,10378753,11305019,11853761,12614523,13359184,13672905,14222713,14865185,15268932,16196433,17108093,18496412,19263404,20659321,22232347,23639786,24590953,26214753,27505553,28140901,28206209,29567869,31404880,32431359,33865015,36378424,38949236,40168751,41286010,43088095,45445944
"23460","Gadsden, AL (Metropolitan Statistical Area)",273249,283339,311494,349727,387651,425798,471815,515075,589445,670912,752567,821916,915406,928164,986146,1078216,1130889,1177473,1249587,1329676,1412547,1458035,1499998,1614531,1692700,1793727,1856191,1944422,2041488,2121976,2168049,2247874,2301346,2377845,2459130,2593638,2681992,2778771,2953236,3044883,3037862,3169689,3227845,3292259,3285699,3404875,3537329,3607098,3714857,3821755,3919481
"23540","Gainesville, FL (Metropolitan Statistical Area)",343299,396092,452791,538804,638408,714188,794165,863239,950893,1091052,1238107,1426015,1627783,1797766,1991036,2239295,2472078,2646601,2841545,3108983,3430569,3676916,3878602,4121321,4372393,4602111,4906055,5155550,5461303,5815709,6067123,6443010,6878366,7075092,7360117,8159768,8805044,9433745,9898573,10221408,9908711,10378911,10788478,10884856,10965953,11633583,12193554,12678659,13445858,14196596,14771206
"23580","Gainesville, GA (Metropolitan Statistical Area)",181520,196115,211988,241760,275604,300115,337306,381368,431665,497468,559831,637061,716441,769971,844841,986980,1085046,1204312,1279647,1397799,1522304,1613754,1692195,1838303,1992980,2185594,2337505,2542486,2699384,3009621,3303913,3587750,3775070,3956646,4243443,4576986,4944769,5286303,5567257,5541601,5414827,5502166,5922592,6158237,6390361,6835910,7499427,7880145,8403625,8956711,9317545
"23900","Gettysburg, PA (Metropolitan Statistical Area)",205176,220477,237257,267285,301015,335085,363640,414886,458548,511846,574470,643770,710744,767808,804716,886368,950348,1026278,1097423,1201940,1307944,1397840,1449162,1541070,1590800,1630088,1728939,1837041,1967209,2078233,2220730,2402519,2602982,2708449,2885249,3019836,3184784,3332955,3532747,3709887,3692048,3788328,3939953,4051220,4131688,4360360,4549269,4621403,4798471,4986055,5169186
"24020","Glens Falls, NY (Metropolitan Statistical Area)",334879,370853,398502,426819,465658,507356,550664,600360,647233,711564,779711,869768,965096,1048683,1128992,1263830,1353577,1472546,1601833,1756523,1906821,1998011,2054214,2214533,2268337,2353423,2472394,2570081,2679720,2807567,2911524,3140833,3167335,3226757,3385496,3646405,3752998,3915367,4053634,4346696,4463078,4650940,4833303,4953204,5028250,5126289,5250480,5376306,5670429,5851973,6110108
"24140","Goldsboro, NC (Metropolitan Statistical Area)",258200,287524,314929,355430,393421,446433,479207,521085,551523,618738,671208,739544,815058,875938,935715,1062173,1107760,1154436,1201745,1301456,1428127,1542500,1628725,1768834,1866996,1982989,2102483,2212889,2322481,2397116,2485618,2619494,2768895,2844916,2892935,3083969,3223114,3386375,3633289,3760717,3780685,3884495,4036149,4231418,4193916,4333170,4413573,4428393,4596723,4735428,4912230
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)",309300,358608,392498,442727,580655,604087,644297,683917,679040,819219,851678,885826,1002265,1095948,1168682,1303531,1317111,1419084,1471031,1474407,1561546,1654164,1686811,1824367,1823335,1950802,2025516,2177493,2147195,2269353,2266071,2392255,2423889,2533389,2733954,2789876,2910438,3092974,3313105,3602638,3516804,3718077,3990067,4425642,4475505,4592567,4730642,4780299,4920789,5114605,5237350
"24260","Grand Island, NE (Metropolitan Statistical Area)",213611,222563,235467,259159,297673,322820,368729,381322,403307,482838,511593,542157,657685,676742,701389,802482,812719,844512,879116,933426,999175,1048317,1106279,1156795,1195217,1291781,1349175,1466626,1496307,1579200,1634556,1712792,1814439,1845760,1960206,1970923,2051601,2141647,2327943,2478339,2435231,2510001,2750561,2850457,2919504,3024786,3167923,3156570,3224550,3310290,3436663
"24300","Grand Junction, CO (Metropolitan Statistical Area)",174356,193533,214485,236705,275667,326263,383882,429725,516171,600883,693452,815643,987643,1093557,1108483,1105881,1102098,1082075,1168654,1277022,1370073,1470377,1568876,1709903,1825477,1940144,2114524,2245219,2442397,2675428,2813218,3038890,3286675,3403973,3499123,3670156,3975121,4403495,4955741,5485101,5119013,5007084,5219925,5466236,5555135,5888618,6038686,6058618,6496022,6944767,7204611
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",2320880,2434527,2634403,2934004,3272644,3580211,3866422,4308318,4862998,5543857,6190775,6752692,7397966,7837848,8462931,9498888,10293133,10969472,11769030,12726633,13832542,14825770,15438714,16702690,17580827,19149523,20378196,21651486,23077669,24757693,26011799,27867948,28551781,28605399,29500645,31276871,32251948,33990084,35105348,36851083,33936686,35983765,39163203,42214045,42535063,44950188,47874136,49213869,50525630,52555045,54223857
"24420","Grants Pass, OR (Metropolitan Statistical Area)",112964,127591,145879,164653,189515,210775,244329,288436,328896,378846,422703,470230,509163,526423,585847,637966,682639,717762,747132,804406,890844,936461,980341,1037962,1117044,1195664,1286063,1369702,1448015,1537142,1600203,1687556,1778105,1819944,1909159,2066742,2193668,2341187,2424515,2417149,2419056,2493113,2567460,2672588,2714952,2898306,3101754,3234439,3425747,3652347,3810451
"24500","Great Falls, MT (Metropolitan Statistical Area)",319892,357739,384731,429950,468382,516168,558424,619187,670908,740513,798576,847771,911044,956506,1019329,1075396,1084569,1118501,1150773,1215641,1303500,1352856,1421630,1479441,1572673,1594870,1676640,1730378,1780473,1872743,1892112,1977231,2060260,2141602,2228618,2362233,2463626,2672578,2796383,2917692,2948113,3125339,3231012,3298332,3281825,3443925,3552956,3610915,3757683,3911977,4052262
"24540","Greeley, CO (Metropolitan Statistical Area) *",277619,331691,368062,431460,513873,613721,670486,726285,745537,871664,978249,1065290,1232706,1295207,1405402,1549866,1605619,1643095,1715610,1817102,1980673,2052824,2158526,2336869,2590543,2767862,2939796,3208174,3467474,3856393,4242202,4672397,5023661,5029756,5263147,5793336,6367491,6897569,7609966,8219182,8084319,8412326,9073250,9796051,10480583,11717193,12554457,12935823,13605424,15122272,16288858
"24580","Green Bay, WI (Metropolitan Statistical Area)",662615,723595,787959,872204,972298,1097809,1222330,1361715,1542093,1736528,1942531,2165761,2369968,2532151,2706237,3006969,3229540,3431905,3591445,3792400,4176682,4473948,4692872,5080648,5401186,5770787,6120445,6546122,7059587,7547307,7904606,8462652,8653562,8978063,9335137,9821101,10158299,10730573,11274066,11777070,11577724,12078452,12795702,13536902,13685094,14281744,14851555,15047266,15679209,16575483,17107901
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)",1590986,1732134,1898502,2112332,2343880,2552770,2729702,2998783,3321180,3780639,4169668,4619368,5168724,5488160,5969097,6705371,7178836,7697781,8375056,9145853,9812259,10460806,10758443,11581973,12276239,13049753,13841711,14759901,15812360,16916539,17498754,18318804,18797971,18924069,19310364,20531223,21646113,23312438,24324180,25115652,24206589,24944816,25827833,27305455,27234702,28868290,30387253,30891476,32026918,33293181,34624284
"24780","Greenville, NC (Metropolitan Statistical Area)",191351,217915,236862,265316,310619,352192,405664,462176,486896,566804,604576,700605,794865,867221,927663,1059713,1128984,1219372,1324700,1474065,1664409,1816345,1926099,2066552,2218000,2349434,2535983,2683537,2921499,3014860,3144665,3377579,3478655,3586852,3723532,3961101,4275890,4655763,5005166,5348814,5293454,5499331,5704146,6167597,6174600,6432153,6655771,6832669,7136799,7513687,7830577
"24860","Greenville-Anderson, SC (Metropolitan Statistical Area)",1395420,1517638,1662943,1881594,2156975,2430522,2583672,2908608,3222013,3629476,4091614,4630336,5165797,5457774,5915924,6549474,7031242,7550259,8151912,8993265,9724120,10501838,10853974,11553662,12294952,13164535,14225499,15145702,16052932,17322180,18051344,19363248,20202152,20450011,20759110,21345847,22383450,24153271,25943493,26977579,25973564,27098891,28647783,30300987,30911264,33083695,35119779,36301109,38263780,40152888,41822381
"25060","Gulfport-Biloxi, MS (Metropolitan Statistical Area)",821587,866191,932032,1097641,1249133,1366895,1540743,1721514,1886035,2079969,2246111,2539864,2920901,3206112,3257365,3424225,3639509,3885552,3994955,4223627,4482023,4693220,4980125,5405104,6000604,6488643,6791757,7070130,7468212,8245980,8642213,9170110,9279990,9482900,9889385,10248368,11288717,10864985,13110437,12702933,12759598,13254712,13381283,13551437,13586270,13984975,14215633,14458594,14773702,15271584,15784326
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",523704,552688,604683,671247,745555,836865,923367,1007847,1122092,1268129,1418211,1529334,1677915,1784433,1877673,2102136,2240033,2383800,2561299,2765800,3007907,3143464,3248178,3424939,3566370,3803781,3982185,4229973,4603569,4806043,5028162,5501451,6010473,6290224,6658710,7203648,7748318,8347871,8805659,9159805,9110179,9456119,9924300,10263735,10354873,10753471,11162714,11566734,11959935,12521492,13045602
"25220","Hammond, LA (Metropolitan Statistical Area)",145177,155386,172304,191624,221073,246895,287159,326518,368182,417571,476084,550410,623041,688997,746838,797869,844941,866835,870683,903581,965358,1038985,1134263,1257041,1369982,1490974,1564101,1630230,1724504,1812200,1876524,1996101,2164339,2242896,2342721,2545126,2810109,3255270,3542501,3798810,3758533,3995727,4189651,4315346,4320092,4454100,4554443,4703305,4871942,5047372,5228657
"25260","Hanford-Corcoran, CA (Metropolitan Statistical Area)",240790,265191,278879,314305,345342,437143,445741,532959,531403,525109,684421,846922,828510,892113,858897,999413,1006438,1007552,1157771,1243853,1382176,1393565,1495923,1630271,1719615,1782529,1802543,1929607,1972942,2009974,2143296,2265026,2487443,2751197,3107887,3374648,3480636,3505446,4007471,3915602,3777656,4070894,4515822,4423871,4557239,4958327,5137539,5262778,5461861,5595305,6030809
"25420","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1584886,1758789,1917418,2121103,2356228,2599131,2821295,3088512,3368794,3691961,4054250,4473051,4961310,5432382,5795021,6339855,6807984,7316877,7794042,8438709,9279115,9905094,10438253,11022202,11464584,11938573,12490168,13192157,13845272,14572029,15121635,15827937,16645358,17221821,17850199,18558087,19239195,19997623,21087481,21824681,21640689,22331977,23461348,24343714,24673697,25800644,27039562,27437861,28582658,29975666,31134512
"25500","Harrisonburg, VA (Metropolitan Statistical Area) *",190781,210184,229751,253679,294399,303767,333756,372627,413003,462426,520307,589540,652992,707705,767527,878856,950585,1070477,1122254,1252258,1380963,1445744,1515686,1642250,1744362,1836663,1908047,1985399,2094973,2240481,2344040,2515376,2750402,2697363,2882500,3054453,3224329,3363748,3542827,3710142,3655641,3842746,4058109,4263250,4356463,4632625,4875189,4951531,5204496,5434131,5575624
"25540","Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",4835446,5171164,5395535,5783030,6343191,6962111,7500799,8014376,8754771,9761716,11040256,12564493,13960708,15089526,16156298,17990270,19348449,21041995,23023590,25234539,27418784,28313207,28578741,29840621,30699193,31403791,32409889,33649580,35686266,38108421,40055552,43736208,45235937,45594865,46676292,49411522,51515061,55171324,58396502,60678540,59993797,61473373,64197055,66182128,66618872,69422681,71518281,72576163,73903654,76525205,78476365
"25620","Hattiesburg, MS (Metropolitan Statistical Area)",231166,257751,286004,323399,366815,415101,459032,521127,586995,655096,729220,818242,916878,969698,1044547,1128822,1182647,1240022,1314424,1400300,1540782,1630101,1698391,1833684,1956587,2116030,2278834,2417256,2594489,2733245,2844748,2978073,3191605,3328166,3404562,3645817,3910385,4227133,4434164,4698901,4754185,4967645,5203051,5504469,5605426,5859709,6045628,6095881,6249244,6446610,6588139
"25860","Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",735004,784523,866297,980621,1106372,1187079,1257076,1414855,1593399,1760066,1936487,2158080,2430415,2574701,2852208,3196501,3388460,3686292,3980000,4359547,4742121,4965260,5122563,5557612,5911871,6295271,6615773,6986474,7436275,7934285,8330178,8737124,8991296,8960272,9061810,9494942,9966803,10502415,10907775,11138147,10841373,11080715,11334964,11817436,11721409,12269919,12966594,13369420,14058411,14563744,15093644
"25940","Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",236577,266573,270191,326122,365162,393386,434814,512916,557655,620329,698738,795986,957453,1013318,1068526,1233893,1353277,1475579,1560551,1676998,1838580,2031884,2119190,2336051,2494089,2743540,2944891,3238165,3576440,3936754,4209989,4507538,4772918,4890220,5161525,5714008,6250787,7028363,7489579,7630791,7368532,7184360,7664810,8141241,8371551,9173833,9893220,10417593,10936461,11688294,12343180
"25980","Hinesville, GA (Metropolitan Statistical Area)",60759,76182,81026,88560,95721,106241,124820,172775,228210,267881,309234,356727,398316,449527,454769,488877,528780,558583,593298,616917,658073,661699,722835,864430,907488,954332,1026812,1080060,1122243,1166233,1238864,1301487,1371254,1452225,1599332,1692853,1758630,1880064,1917616,2045427,2116229,2184222,2373479,2368382,2384508,2455416,2514900,2517702,2603845,2739287,2831749
"26140","Homosassa Springs, FL (Metropolitan Statistical Area)",51694,63421,76322,95300,128831,143423,166390,184511,214481,259922,317379,395705,485018,546771,618839,759551,891898,964889,1062137,1175099,1332866,1429401,1513828,1609740,1698253,1818061,1899323,2019182,2177620,2322685,2480473,2682668,2832020,2918675,3084974,3272448,3618459,3937380,4177634,4280797,4166732,4322621,4407694,4505437,4599114,4770342,4990057,5152720,5382141,5615058,5844856
