"CAINC30 Economic Profile"
"Total employment (Number of jobs)" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"16820","Charlottesville, VA (Metropolitan Statistical Area) *",48061,48991,49650,51866,55555,57668,57046,59262,61126,64812,68600,71221,71535,72117,73962,76494,78570,82260,86597,87779,90725,92037,91325,92199,95594,97549,100210,103087,106329,110257,113129,116535,117073,118132,118620,122148,126006,130624,134180,135572,133004,132313,134038,135970,137587,141037,145782,149449,152890,155749,160315
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)",171223,172095,174934,186173,196966,197405,190016,196745,201417,211442,214637,208292,206190,199884,199125,206887,211855,218811,229011,235200,240365,243572,243018,245510,254759,261969,266963,273762,276491,282947,291583,298758,295485,293159,295067,297575,302725,308555,313955,309896,291690,290655,297413,300036,303347,303571,310802,318274,326638,335261,341472
"16940","Cheyenne, WY (Metropolitan Statistical Area)",28151,28563,29358,31164,33858,34558,34715,35707,36652,39071,41258,42593,42834,43159,41915,42415,42570,42461,43181,43939,44287,44257,45286,46097,47556,48911,49370,49791,50275,50884,51821,53509,52757,54629,55774,56596,57722,58704,61107,62254,61625,61441,62826,63565,65591,66331,67107,67590,68805,70779,72107
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",3777315,3748330,3702932,3731149,3874673,3934993,3831128,3918359,4032483,4165078,4212288,4122105,4108351,4025482,3992825,4150208,4206304,4297096,4429471,4560934,4646403,4719223,4690670,4668331,4745984,4860416,4989418,5072565,5159787,5291308,5357397,5462648,5450274,5386960,5387028,5446229,5528261,5627599,5733881,5715056,5515227,5470609,5581826,5643024,5730430,5831728,5963729,6038256,6070690,6135579,6216332
"17020","Chico, CA (Metropolitan Statistical Area)",35345,36830,38010,40361,42508,44300,45985,48998,51665,54807,58299,60482,61097,59921,62688,64197,66863,68099,71391,76545,79880,84276,85153,84849,84708,88262,89235,91583,93148,94625,97199,98639,99172,101094,100790,101812,103948,105268,106781,103874,99078,97799,97756,100633,104335,107441,110044,112491,114456,114472,113221
"17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",719813,722168,710549,723783,753831,762200,746270,763920,791799,829320,848775,845165,834439,816914,820948,855071,885819,914135,944766,975835,1000796,1020680,1022045,1032358,1048976,1077549,1108193,1137723,1165732,1201335,1221846,1242902,1235548,1226574,1233732,1249101,1266491,1276660,1291887,1287371,1246446,1236429,1251397,1262590,1276941,1298614,1322762,1345206,1367610,1392046,1414594
"17300","Clarksville, TN-KY (Metropolitan Statistical Area)",70680,67161,67997,66676,77311,78459,76095,82730,81993,83177,83604,82777,83529,82011,82330,84660,85825,87288,90662,92050,93715,91116,91608,100787,103964,106901,111466,113678,116127,116885,121792,124843,125242,126533,127599,131322,138270,141076,143438,143785,141667,143636,147219,147359,147236,148713,151142,150762,154616,157413,160846
"17420","Cleveland, TN (Metropolitan Statistical Area)",27646,28344,29244,31705,34135,32962,30714,32387,33401,35414,36135,36047,36618,36932,37384,39385,39808,40542,42402,43780,44308,43815,43128,44380,45808,46481,48418,50123,51829,51846,52450,52528,53704,53647,54086,55465,55733,56345,56070,55208,53667,53265,54831,56876,60379,62276,61954,62658,62343,62640,64896
"17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)",1091630,1076814,1044149,1053824,1095299,1114246,1077447,1088064,1114106,1148501,1159618,1133733,1112891,1072341,1058826,1090297,1106952,1123074,1145205,1171445,1194435,1206598,1192489,1181133,1195585,1223705,1251048,1268542,1290060,1305773,1324094,1341671,1322201,1294109,1291744,1296299,1299430,1309383,1316266,1302283,1251077,1243015,1260014,1277714,1290652,1299826,1313549,1324036,1329748,1348640,1366976
"17660","Coeur d'Alene, ID (Metropolitan Statistical Area)",12784,12625,13312,14772,16223,17126,17382,19043,20572,22466,24047,23469,23099,22576,24041,26144,26831,27960,29674,31474,33071,35431,38117,41164,44016,48249,50172,51999,54341,55676,57772,59995,61217,62919,64164,68866,73502,77152,80534,80340,76284,75121,75818,75139,77725,80329,82699,85074,88040,91417,94185
"17780","College Station-Bryan, TX (Metropolitan Statistical Area)",32342,33470,35764,37801,39127,39846,41325,44451,48208,51286,53353,57181,63834,66877,68500,70778,71201,69985,71753,74831,77282,79083,81933,83359,87560,90558,92132,93646,97342,100944,100840,104085,107288,108148,109810,111780,115746,119940,120087,123029,127108,128073,128362,131867,137253,141744,146060,149648,152723,158548,162558
"17820","Colorado Springs, CO (Metropolitan Statistical Area)",112888,116502,117553,128822,140951,142577,139515,143093,147428,154227,164283,170287,178535,185178,192322,209639,220895,226673,229718,236180,238697,235412,241791,250936,262001,279017,291270,303895,315465,326466,334576,345217,349511,347088,347795,353744,365026,371136,378789,378125,371574,372146,378167,379506,386396,394852,404632,413144,425718,436707,447972
"17860","Columbia, MO (Metropolitan Statistical Area)",50497,51070,51755,53453,56242,57270,58308,60696,62147,64735,68159,68940,68247,67981,71185,73590,76138,79181,80778,83504,85249,88163,90220,92518,95607,98838,102111,105629,108004,109260,110017,113660,114547,115747,116248,118996,122431,124978,126699,126583,124038,125030,128180,131554,134754,136034,138311,139904,142217,143658,144993
"17900","Columbia, SC (Metropolitan Statistical Area)",192914,198370,204042,213386,225415,237022,235356,240094,247405,255079,263946,267308,268434,268213,276269,289340,298320,308968,314930,327808,335359,341316,336460,340420,344577,356921,369402,382266,393077,405382,413431,422563,416234,415110,418233,424587,433120,446637,459367,459041,443153,438955,446229,453369,463133,473864,489446,498398,504367,511034,517807
"17980","Columbus, GA-AL (Metropolitan Statistical Area)",142924,126207,123613,118732,119925,120321,118250,123223,127936,130940,129478,128948,126852,129275,129429,137077,140079,142461,144940,147275,145771,144921,141412,144865,147349,148784,150714,155925,160463,165506,166756,169412,166770,164750,163793,165954,168743,171426,171822,175500,175492,177570,182910,183610,184172,182964,182260,178487,179684,182286,186138
"18020","Columbus, IN (Metropolitan Statistical Area)",32356,32082,32179,32600,35298,36323,33996,35623,37582,39086,40753,37946,38067,35323,35344,37712,37442,37657,38972,40195,40871,42137,42105,44050,46277,48419,49868,50171,51045,52869,52944,52846,50295,49158,48777,50421,51636,52453,53859,54442,50963,50843,54100,57396,57346,59040,60064,60667,61237,61956,62220
"18140","Columbus, OH (Metropolitan Statistical Area)",539623,547892,559807,585094,610863,619395,608330,620404,642252,669335,687708,695825,689230,680904,690537,726332,760496,787782,823595,848911,876674,894479,898033,909049,930524,964490,1001985,1023195,1044212,1074387,1096790,1132103,1142117,1136086,1137227,1151480,1166767,1181275,1205643,1204031,1174285,1173163,1200586,1228248,1256858,1285655,1314371,1343683,1369775,1395186,1418008
"18580","Corpus Christi, TX (Metropolitan Statistical Area)",120546,122301,124623,125345,129910,132848,133817,137601,140264,148764,156588,160530,169585,173200,169136,171916,173253,163669,164126,166215,166506,171492,174811,176073,181625,185899,189560,195734,200842,204098,203469,206855,209256,210084,212756,213608,217363,221335,228301,233317,229560,228466,231628,238395,243432,248375,248922,246526,251234,253651,255282
"18700","Corvallis, OR (Metropolitan Statistical Area)",19344,19498,20207,21016,22257,23381,24344,25929,28314,30807,30922,30495,30876,31071,31395,32566,33707,35204,36280,37645,38457,39188,39115,39372,41016,42864,44979,48096,49568,50743,50485,51408,48298,45836,45891,47624,48107,48815,48386,48213,47494,47457,48590,48486,48185,49282,50429,50752,52200,52756,53199
"18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",43530,43341,45369,46894,49238,51718,51954,53408,55208,58497,60253,60453,63432,65789,69831,75701,79525,84261,86072,88777,91122,91622,94263,96788,100240,105827,109725,114103,118905,122256,124906,129035,123262,128008,134491,145298,150544,155241,155616,150985,146856,144422,148422,151356,155637,158392,163188,168021,173517,178972,184130
"19060","Cumberland, MD-WV (Metropolitan Statistical Area)",42333,42280,41720,41890,42897,42044,40012,39976,40722,42694,42382,42213,41782,40498,40484,40688,41264,40906,42300,43808,44253,44793,44400,43742,43705,44034,44466,45200,45957,46271,46460,47376,47090,46958,46793,47694,48486,48721,48389,48378,48072,48285,48584,48372,48052,47977,48361,47927,47360,47450,47591
"19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1188239,1189575,1190262,1247681,1324793,1368901,1366632,1424689,1505789,1610676,1710438,1783735,1866469,1913919,1983208,2154576,2282704,2310171,2383007,2414222,2445797,2507837,2529960,2542635,2616854,2708936,2814870,2923393,3057914,3176906,3284237,3417830,3463068,3424897,3432695,3499362,3621905,3766949,3913910,3993545,3914429,3929790,4068890,4191061,4318879,4464293,4634221,4794719,4930171,5085031,5226844
"19140","Dalton, GA (Metropolitan Statistical Area)",34846,35168,37695,41452,43738,42486,39069,42562,45560,47923,49185,48891,48672,46909,50744,54398,56119,58945,62232,65112,66708,67995,66329,69845,73741,76724,78552,80144,81060,82126,83196,87006,85876,86500,86673,88308,89189,90340,89950,84979,77658,76810,77683,76671,76813,80170,81980,81930,79928,81600,80515
"19180","Danville, IL (Metropolitan Statistical Area)",44300,43790,43260,44707,46897,46993,45416,46632,46973,47926,47142,44925,44283,42605,42368,42881,42021,42054,42017,42051,41546,41527,41296,41311,40834,42042,41796,42425,42515,42324,42214,42344,40683,40062,40636,40029,40190,39863,39718,39183,37825,37284,38010,38165,37345,37667,37770,36640,36004,35462,35539
"19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",20008,19749,20505,21727,23015,23738,24458,25750,26965,27291,27875,27777,28722,29388,31306,33057,33969,34674,36081,37654,38889,40545,42388,44246,47280,50770,54511,56932,60806,64758,67472,69423,70661,71892,73844,77691,82612,87768,92728,92684,89324,89246,92000,93226,96469,99807,103917,107822,111703,115748,119535
"19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",170634,169173,167145,171157,183158,193442,192380,194882,199126,202184,207010,202488,201299,190760,186120,190977,191204,188955,191033,194882,199096,203953,207790,207908,206295,209569,214131,218500,223429,229670,229932,231704,228307,224701,223492,226886,231269,231766,233972,234372,225854,223989,227447,228828,228832,230123,229912,228285,229946,230160,231801
"19430","Dayton-Kettering, OH (Metropolitan Statistical Area)",391205,388647,370912,380981,389418,389620,377791,386876,399513,414200,421805,412506,408425,394889,397786,418017,431975,443823,455751,464150,471695,473295,470098,464432,469215,481730,491268,492909,499170,502538,497259,503030,497721,488980,484370,484036,482766,481807,481030,471122,450129,447825,454622,457498,457954,463441,470131,474546,481907,487291,492689
"19460","Decatur, AL (Metropolitan Statistical Area)",39717,41444,41034,42354,44291,46325,46956,47493,49637,52721,53931,51505,51147,49815,50679,53337,54919,56295,58491,60490,62258,65211,65427,65640,67205,67605,69872,71005,72474,74066,75040,75786,75846,73525,72553,74234,74947,75300,77096,76549,72444,71651,73429,73498,73771,73321,72990,73264,73963,75691,78044
"19500","Decatur, IL (Metropolitan Statistical Area)",60938,61590,60980,62469,65047,66355,65268,66311,68395,69932,69000,67250,67071,63475,60376,62722,62271,62625,62642,63093,64147,64900,65857,65119,65228,65479,65836,68553,68850,68933,71554,71803,68070,65473,64829,65063,65139,65741,66941,66551,64187,63818,65204,64625,63050,63088,63016,62588,62154,62249,61206
"19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",62321,64013,67875,74167,82359,86169,85659,86843,91275,98192,104567,110011,114209,117353,123065,131569,140900,148201,149553,156611,156972,155591,155691,156162,162045,166426,173778,177992,180114,183443,187376,192200,214468,220863,229419,239566,253529,263121,265560,256904,244590,241576,245674,249416,254046,261476,269031,278033,287052,296288,300524
"19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",551950,567136,597433,638174,688969,697029,696348,721876,763237,821600,870090,901316,939574,968403,980047,1034156,1054857,1047201,1033523,1053281,1065789,1084091,1108061,1129013,1174291,1223582,1259599,1304522,1362615,1421735,1465962,1523011,1518724,1521825,1510967,1533283,1571107,1607028,1664565,1683596,1643661,1637488,1672982,1715507,1776516,1843962,1917066,1981619,2030022,2087752,2142948
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",199239,203253,205016,211629,220372,225213,227934,235165,243317,251488,258763,258231,253385,250128,253236,261699,265912,268852,276740,287292,296645,308022,312787,317445,322612,331027,344792,352418,357578,366381,373463,378721,380712,379700,381332,391738,399647,410353,421384,424043,419245,417404,423430,431268,441164,451435,459052,470026,477197,484420,491471
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1865068,1819813,1803088,1854501,1939903,1926974,1808270,1876295,1960763,2043005,2045908,1921891,1876138,1789482,1798974,1897635,2012186,2067378,2118647,2168474,2227089,2244909,2181991,2182305,2209546,2279342,2339032,2391801,2425583,2463358,2511959,2580828,2536678,2500131,2486062,2487090,2503800,2474998,2470996,2413765,2255835,2258061,2329607,2372902,2415196,2458060,2508369,2547173,2581377,2627875,2659945
"20020","Dothan, AL (Metropolitan Statistical Area)",40835,41593,43039,45497,49519,51163,49593,51727,53046,54447,54259,55050,54328,52319,52832,54538,55398,56956,59215,61390,64645,66534,67078,68384,69447,69704,71949,72959,74932,75252,75357,75270,74332,73972,74707,77191,78855,80328,82333,80560,77260,76393,76925,76750,76941,77257,77970,77731,78455,79741,81396
"20100","Dover, DE (Metropolitan Statistical Area)",42500,42223,43110,45268,46076,45692,44751,44883,45851,45902,46424,46321,46451,47096,47036,48525,51069,52893,54198,55677,57099,58224,59918,61604,62713,63944,65999,67066,66499,67593,70155,71832,72004,73663,75124,78240,81729,83361,84923,84602,81628,81669,83855,84764,86585,87627,88488,90430,91893,94151,95847
"20220","Dubuque, IA (Metropolitan Statistical Area)",42658,43244,42981,44134,47239,48892,48652,49568,51642,52499,53560,52948,50728,47472,47693,49513,49643,49358,51309,52579,53836,55086,56048,56773,57566,58805,60614,60234,61363,61304,61845,62242,61990,61804,62344,63647,65285,67149,67770,67401,66382,67896,69906,71133,71678,72511,73525,72778,72836,73451,74041
"20260","Duluth, MN-WI (Metropolitan Statistical Area)",118528,119718,120390,122633,126022,127627,130902,135198,132970,139886,144237,141582,138410,127076,121717,124494,124629,125531,127961,131312,136028,138971,142162,144448,143999,147115,150759,153572,155848,159178,162282,165422,163056,162994,162557,163221,165001,166991,169341,169040,163400,163278,164463,165114,167118,168563,169240,168576,170336,170715,171192
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)",134091,135231,140386,145675,149120,151751,150060,155071,161572,168794,176228,177188,180527,181952,186655,199427,212331,220948,228908,238296,246727,252950,258426,265991,274063,280283,290732,301154,311495,323476,332170,339445,335490,335512,335976,344725,349831,361753,375705,377788,372046,370041,372166,380080,385957,401226,407881,424724,434161,446038,457392
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)",25830,25965,26505,27900,30353,31305,31147,31868,33116,34888,35265,35960,36945,37363,38614,41607,43899,46679,49932,52588,54322,54242,51670,51456,52129,54504,55406,56753,58180,59561,61565,65634,67036,68786,70438,72677,74896,77436,79621,80002,77120,76353,75724,75092,74392,73902,75418,76881,77798,78544,80089
"20740","Eau Claire, WI (Metropolitan Statistical Area)",50666,51672,52507,53066,53548,53903,54581,55598,58235,60913,62962,63315,63776,63651,63838,65777,66855,69351,71536,73958,74933,75588,77150,78688,79787,83136,87319,90392,92863,95170,98899,99914,95828,95806,96732,98739,100615,103409,105103,104841,101939,102785,104747,106085,106196,107727,108525,109164,110403,111750,112887
"20940","El Centro, CA (Metropolitan Statistical Area)",34000,34273,34377,35499,37260,39718,42553,44782,44503,44679,46745,45523,43663,43260,42970,42308,41051,42325,43579,47530,52145,52121,51265,52634,55335,56933,58101,58050,59914,61395,63093,60311,59479,63149,65353,65534,67019,71933,74210,74053,72584,72573,73804,75293,77672,80244,81488,79715,79992,80859,82159
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",69351,63118,58437,55176,53229,56273,55211,54863,58950,58530,58857,59302,55951,57731,59250,59602,61588,62886,63165,64064,65539,66277,63642,64628,64846,65357,66847,67246,67884,69443,70620,72649,73306,72023,73739,74797,73784,76298,76947,76798,75095,78858,80821,78596,78173,76912,76571,77318,77250,78005,78529
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)",72889,71287,73110,80429,84783,77343,73077,82175,87444,93129,89398,80021,81375,82288,91798,100401,101827,106079,112993,118921,119871,117792,113810,117964,123339,129440,134046,133328,134160,140573,146242,147774,137494,137557,140017,148000,150926,153411,152211,140901,120605,126843,130784,136452,142375,148051,151732,154721,162358,166134,162215
"21300","Elmira, NY (Metropolitan Statistical Area)",45591,45446,44720,44763,47207,46263,44186,44018,43206,43898,44018,43155,43073,40676,39693,40900,41191,42328,44422,46262,47884,48188,47118,46818,46964,47823,47762,48771,49516,50968,51569,51377,49776,48141,47038,46333,46498,47090,47911,47835,45895,45941,46425,45982,45276,45283,45076,44006,43553,43684,43630
"21340","El Paso, TX (Metropolitan Statistical Area)",155896,150442,155024,158645,172265,178186,183213,189986,194248,200883,208458,214832,223237,222683,219571,227764,232617,235285,245513,254501,264114,269064,271145,281367,288491,295015,299334,298829,307305,313506,317940,325078,324108,331527,336122,342434,351148,363333,375521,381999,382242,389852,402636,406476,411095,415532,424007,432409,438550,450307,460601
"21420","Enid, OK (Metropolitan Statistical Area)",27200,27435,27233,27881,28388,29130,29368,29733,31156,32482,33792,35874,38599,38596,36727,36862,35121,32271,31523,31608,31302,31722,32187,31861,32707,33416,33519,33499,34343,34609,34232,34319,33369,33265,33999,34452,34825,35569,36830,38102,37704,38004,38074,39161,39620,40232,39839,39709,37503,37222,37423
"21500","Erie, PA (Metropolitan Statistical Area)",114488,117410,118885,121771,128972,133424,131019,128968,131617,136329,137775,134200,131270,128148,124998,128793,130880,131407,133889,138424,141704,145501,145836,146388,148918,149803,153226,154003,155708,156304,160400,163440,161055,158749,157208,159170,161240,161898,163256,162487,156498,156247,159178,160356,160538,161041,161264,158762,157861,158433,159017
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)",84485,85936,90186,96964,103424,105876,106648,114312,122378,130003,133161,131154,126204,118130,121237,127016,129177,132737,139567,146319,151322,154526,152184,153541,156357,164297,167644,173379,177912,181115,184549,186789,185129,184589,185159,191076,196415,201138,205433,201514,189685,187126,189044,189457,191198,195852,201100,204839,209427,213465,216272
"21780","Evansville, IN-KY (Metropolitan Statistical Area)",120917,118647,121245,124254,130416,129898,127384,133259,139775,146579,148866,146600,145853,144080,143145,148687,149820,150742,152301,155991,158985,161461,161774,164642,169312,174356,177218,179775,182816,183227,185640,188367,189688,188934,188816,187460,188590,189353,189398,189148,183626,184471,188291,188271,186855,189261,191199,191973,193405,195465,196211
"21820","Fairbanks, AK (Metropolitan Statistical Area) *",23084,23571,23042,23612,23221,28366,38163,36768,34246,31953,32015,31780,33124,36850,38748,41113,42878,41269,42080,42911,43488,43739,44917,45630,46493,46423,46681,47330,48611,49469,49335,50450,51232,52613,52971,54102,55121,56731,57967,58040,57509,57318,58909,59373,58147,57188,58111,58521,58773,58844,58474
"22020","Fargo, ND-MN (Metropolitan Statistical Area)",56269,57963,58638,60388,64939,66730,68868,72986,75490,78760,80905,78475,77415,76983,79004,82450,84299,85952,89329,92213,94155,96333,100109,102535,104841,109730,113090,115991,118867,121710,123691,126440,128846,129742,131637,135324,139308,144064,148966,151713,151422,152299,156425,161529,166066,171340,174366,176278,177974,180087,183648
"22140","Farmington, NM (Metropolitan Statistical Area)",17330,16564,17929,18919,21634,24337,26037,27389,30699,33028,34065,36207,38634,37760,35488,35364,36677,35730,34608,36149,37919,40164,42648,43061,44491,46604,49846,50807,52569,53560,54235,54446,56802,57347,58042,60223,62057,64092,65736,67365,64351,62510,63442,64476,64535,65451,65143,62558,62167,61264,60719
"22180","Fayetteville, NC (Metropolitan Statistical Area)",144227,130821,127663,131695,138451,143834,141825,143016,143995,144058,147650,152971,151340,150336,155153,162137,165023,167147,171800,175086,179646,179045,177020,194280,198606,201676,207596,209134,213228,220834,223872,226368,215091,219277,223180,228124,234800,239259,246441,249482,248677,248905,250818,249550,248769,248248,249094,252968,255283,259355,263547
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",63805,65779,66670,70232,73064,75574,73995,78993,83957,88497,91510,93690,95863,95526,98815,104541,108540,112719,119406,125414,129607,132377,139455,145845,155806,164425,174737,180230,184366,187561,193627,200211,208886,216346,222187,230625,244037,253470,257530,256032,248545,249946,256840,263197,269951,281203,292329,304626,312851,321447,328133
"22380","Flagstaff, AZ (Metropolitan Statistical Area)",19472,20148,21705,24041,26189,26719,26902,27565,29570,32397,33879,35165,35739,35849,37242,39790,41603,43483,45220,46586,47115,48543,49766,51643,53787,56507,58867,61574,62567,65405,66761,69832,66819,67698,69161,72523,74562,76556,79194,78696,76109,76341,76961,78072,80096,81613,83442,84995,86552,87132,87159
"22420","Flint, MI (Metropolitan Statistical Area)",185872,169418,180597,181540,190536,181085,172646,184610,197459,205560,209373,193291,196257,180848,184486,194055,202416,205863,202507,194226,198317,201117,196856,195695,195165,205760,214744,218418,218542,217360,214621,215500,208522,206216,204035,205076,199141,199333,197347,189381,181507,179309,182703,182470,185571,187614,187291,186016,187265,188307,190303
"22500","Florence, SC (Metropolitan Statistical Area)",66313,68218,69457,72381,76728,78964,74439,76550,77460,79149,80572,81883,82700,79678,80119,83677,82212,83463,84803,88568,91566,93814,94063,95003,96466,98121,100459,102855,106126,107187,107966,108664,106048,106518,105208,105332,105676,107464,109510,109121,104986,104404,106929,107460,108522,109069,110732,111482,112412,116274,117902
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",45864,45574,46466,48921,50449,51771,50742,53503,55877,59286,59603,58791,57118,55778,56395,57561,57338,57115,58321,60565,62347,64761,66343,67141,68977,69508,72519,73172,73294,71742,71492,71922,70339,67794,67531,68949,71142,73600,74996,74033,72415,72486,73883,73577,73903,74883,75152,75444,75486,76475,77351
"22540","Fond du Lac, WI (Metropolitan Statistical Area)",38964,39020,38765,40118,41920,42694,41961,42917,44071,44857,46299,45661,46334,45665,45170,46517,46739,45908,46598,47180,50119,51402,51910,52863,54466,55863,56839,57633,57950,59514,59881,60814,58683,58998,58352,58529,58968,59304,59937,59767,56808,56460,57214,57437,58967,59845,60013,60078,59981,61270,62207
"22660","Fort Collins, CO (Metropolitan Statistical Area)",34108,35982,37219,41926,45809,48576,51021,55630,60594,66489,71512,73957,74913,76547,80642,86194,88750,91424,92603,98006,101762,105353,110094,113837,121231,128209,134280,143321,148781,154951,159167,166868,170194,171113,171677,176191,180859,184627,190983,192586,188924,189251,193349,196967,203389,210458,217249,226457,232961,240021,245338
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)",58965,59847,62199,65034,68917,72576,71516,75059,79659,83746,84470,84480,86667,83788,87516,92236,94951,97625,101790,104805,104234,105059,107737,110073,115420,118989,123379,125863,127286,129066,131182,133529,133586,132476,132613,134158,137292,140454,142476,141877,136486,134599,132397,132219,130884,131677,133291,134883,134255,134796,135452
"23060","Fort Wayne, IN (Metropolitan Statistical Area)",152436,152382,152765,159477,167366,170701,161615,167876,175898,183656,187190,177732,176502,169040,168483,176940,184637,193672,202368,209654,216802,217786,216692,220647,223960,228361,233165,235092,239764,244426,244700,247124,243280,240687,237013,239512,242116,246947,250309,247713,236234,235585,240881,243327,243321,247271,252459,254725,258201,263869,268332
"23420","Fresno, CA (Metropolitan Statistical Area)",174993,180330,185808,198065,206954,216106,222296,231059,239078,249946,267295,275120,275530,277400,284985,289156,292647,296092,308325,320730,328682,342583,351296,347643,356938,364559,377757,384048,379588,392386,395669,400136,399740,410513,411423,416389,424613,435397,445265,441468,424077,420791,426268,439605,455451,465023,475905,486948,496791,508813,523122
"23460","Gadsden, AL (Metropolitan Statistical Area)",36375,35044,35388,36119,37400,37366,36837,36805,39116,41070,42239,41418,40735,38726,38722,40376,40925,40944,41863,42754,43434,43565,43913,44463,46081,46709,47735,48513,49701,49727,49023,49443,48338,49064,48002,49327,50115,49828,49838,49618,46996,46792,48421,48495,48599,49566,49740,50606,50471,50728,50285
"23540","Gainesville, FL (Metropolitan Statistical Area)",52442,54958,57404,63264,68634,71126,71919,71990,75621,80598,84268,87702,89459,92371,95019,100960,106901,111952,112989,117564,120751,124697,125671,126156,131965,136299,140765,144926,146908,152389,155906,160520,165423,167142,168457,173010,176134,179880,182003,179848,172835,170971,171780,172951,174944,179714,184354,187752,193862,198868,202377
"23580","Gainesville, GA (Metropolitan Statistical Area)",28642,29685,30211,30977,31482,32098,31241,33292,35486,37509,39816,39846,40631,40711,42095,45932,48216,49668,51538,53765,55176,55485,55068,56420,60311,64802,67737,69621,71817,74904,77324,81590,81018,81381,83278,85877,89023,92744,97240,97443,91963,92717,95786,96011,99650,102052,107240,111304,115957,119266,121156
"23900","Gettysburg, PA (Metropolitan Statistical Area)",23898,24009,23992,24380,25256,24999,24443,25654,26298,27477,28152,28790,28581,28659,29204,30229,31718,32650,34638,35985,36964,37551,37987,38543,38395,39636,40120,40211,40491,43308,44773,46362,42614,43293,43866,44833,46439,47899,48286,47539,45689,45039,44677,45139,47117,47507,47602,48526,48887,49106,49506
"24020","Glens Falls, NY (Metropolitan Statistical Area)",42457,43236,43913,44230,45768,46106,44892,46339,47327,48379,49743,49896,50090,50097,50967,52557,53905,56468,57673,60396,60320,60604,59605,59655,60889,63236,64371,63799,63862,62144,63464,64595,65139,65403,66490,68542,69447,70191,71096,72890,71224,70234,70770,70839,70568,71307,71747,71299,71608,71725,71784
"24140","Goldsboro, NC (Metropolitan Statistical Area)",41735,42648,43039,43682,44400,45687,44628,45876,46344,46994,48534,48041,47291,46959,47490,48551,48845,48493,49782,52540,52694,53244,51973,52502,53661,55617,57476,57498,59127,58373,58682,59844,59739,59786,58552,58827,58868,59751,61543,60722,59757,58747,60034,59949,59387,59124,58965,58876,59143,59708,60002
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)",41877,43052,43405,44636,46958,48256,48980,51544,51571,52678,52989,53483,52972,53099,54018,54465,55684,55969,57658,58645,59627,59698,61249,61836,63139,65108,66896,67548,65519,65303,64607,64457,65352,65622,66495,67733,69046,69872,70645,69995,69557,69234,69292,71410,71782,72223,72811,72577,72387,72189,72249
"24260","Grand Island, NE (Metropolitan Statistical Area)",29360,28332,27856,29194,30771,31219,31074,32202,33268,34529,34949,35544,35806,34680,34857,35094,34679,34669,35138,36148,36957,37838,38722,39668,40429,42642,42693,43958,44482,45183,45980,46005,45317,44652,44908,45228,46165,47288,48150,48903,48927,48642,49680,50685,51313,51589,51138,51371,51506,51673,51822
"24300","Grand Junction, CO (Metropolitan Statistical Area)",22603,23121,23077,24258,26242,28069,30541,32111,35299,37820,40671,43710,48937,50531,48319,46669,44600,42603,42211,45112,47556,49479,50610,51414,53284,55648,58004,61078,63850,66443,68110,69890,71083,72725,73953,76252,79069,82251,87490,90899,86309,83210,83893,84751,84914,86731,86504,86792,88740,90710,92118
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",267749,263744,268073,280748,297296,302969,293895,309789,328391,351149,362233,354253,355077,348630,361159,382900,401299,410214,428279,447755,463568,479198,477564,484587,496825,523152,550074,564463,579262,583457,594828,613988,611718,603724,602504,613650,622729,621166,622413,612240,578845,580527,605097,623491,642098,661192,681556,703062,715793,732702,741654
