CAINC30 Economic Profile,,,,,,,,,,,,,,,,,,,,,
Population (Number of persons) 3/ ,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",938933,949059,957389,964358,970646,975837,982157,986863,989942,991670,994262,1002556,1013655,1025473,1036234,1044842,1054710,1063670,1071370,1077370
24420,"Grants Pass, OR (Metropolitan Statistical Area)",75851,76452,77712,78779,79729,80660,81601,81746,82389,82315,82879,82702,82755,83131,83377,84528,85504,86584,87150,87487
24500,"Great Falls, MT (Metropolitan Statistical Area)",80318,80055,79848,79633,80198,80041,79984,80099,80529,80680,81507,81714,81622,82194,82056,81878,81562,81633,81688,81366
24540,"Greeley, CO (Metropolitan Statistical Area) *",182861,192360,202234,208858,215322,222879,230703,237692,243442,248193,254207,258827,264131,270165,277112,285819,295712,305885,314815,324492
24580,"Green Bay, WI (Metropolitan Statistical Area)",283282,285783,288713,291169,294570,296800,298702,301190,302468,304686,306754,308613,310605,311947,314003,315652,317369,319694,321384,322906
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",645409,652741,657855,663140,667711,677080,689637,700485,711405,718902,725264,730095,735475,740604,746497,751285,758635,762071,766473,771851
24780,"Greenville, NC (Metropolitan Statistical Area)",134298,136605,139128,141610,144486,147929,152934,157479,162116,165581,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",727743,735668,741131,747276,754196,763048,777494,793500,808765,819279,825625,833220,840903,848417,860285,872521,884327,895357,907028,920477
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",379061,382293,385054,385735,393947,398601,363221,373053,380374,384985,389324,393744,396803,399940,403841,406604,408865,412754,414686,417665
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",223429,226791,231167,237168,243798,250660,257642,262715,265823,267363,269833,271983,273429,274926,276755,278236,280717,282958,285722,288104
25220,"Hammond, LA (Metropolitan Statistical Area)",100716,101657,102511,103782,105335,106987,114102,116792,118621,120009,121485,122700,123646,125520,127010,128716,130619,132353,133837,134758
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",129835,132881,135369,139393,143601,145147,147712,150420,152027,152278,152370,151868,150991,150337,149495,150085,149382,149665,151382,152940
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",509451,511391,515553,519152,521882,525775,532268,537268,542301,546874,550088,552280,555057,558139,561164,564678,567510,570784,574149,577941
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",108414,110317,112152,113151,114542,116602,118858,120825,122361,124144,125401,126796,128449,128956,130420,131120,132909,134041,134749,134964
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1150872,1158513,1169000,1179394,1182605,1187929,1193725,1198395,1204436,1209604,1214091,1216088,1215307,1214785,1213886,1211748,1208595,1207027,1206139,1204877
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",143768,144434,145651,147031,148587,150295,153722,156803,158899,160782,162856,164801,165994,166971,167179,167873,168158,167719,168292,168849
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",343247,346952,348299,349472,351224,354159,357492,360791,364003,365639,365565,364478,363670,363379,363035,363346,364798,367085,368449,369711
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",143027,146574,150392,152234,157787,163343,169619,174382,180019,183971,187777,189330,193145,197292,201725,207256,211269,215019,218023,222195
25980,"Hinesville, GA (Metropolitan Statistical Area)",72181,71939,73399,71252,74609,76395,75199,76089,75379,80848,77339,80267,80406,78825,81120,79269,79845,80399,79697,80994
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",118649,121197,123491,126215,129840,133791,137826,140974,142122,141381,141173,139764,139180,138829,138828,140287,142804,145415,147682,149657
26300,"Hot Springs, AR (Metropolitan Statistical Area)",88311,89032,89630,90483,91084,92096,94077,94753,95636,95840,96067,96854,96986,97654,97758,97814,98282,98327,98966,99386
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",194531,195360,196692,198156,199363,200467,204379,205401,207056,207769,208251,208713,208885,209983,211368,212131,211512,209946,209144,208075
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",4717507,4817815,4937081,5036393,5132602,5233729,5423615,5540882,5676381,5826108,5947236,6056193,6183531,6328208,6500199,6671808,6806503,6900090,6976147,7066141
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",366942,365792,365758,367208,367134,367471,368725,369267,369769,370722,371065,371126,370972,370179,368938,367224,365020,361970,359069,355873
26620,"Huntsville, AL (Metropolitan Statistical Area)",343972,348453,354116,359920,365248,372777,382821,391922,402361,412182,419276,425122,430056,435541,440395,444542,449576,455892,463181,471824
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",105055,106082,107768,109937,113168,116208,119981,124203,128353,131621,133813,134959,136165,136840,137838,139542,142520,145512,148436,151530
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1663995,1687209,1708018,1729297,1750639,1772959,1800724,1826515,1850321,1873460,1892640,1910719,1929678,1953600,1971006,1986119,2006760,2027584,2052368,2074537
26980,"Iowa City, IA (Metropolitan Statistical Area)",132173,134610,136056,137863,140149,141650,143698,146129,148799,151556,153025,155908,159006,162095,164759,167088,169054,171529,172607,173105
27060,"Ithaca, NY (Metropolitan Statistical Area)",96608,97458,98227,99049,99531,99433,99651,99910,100383,101497,101740,101821,102726,103553,103391,103006,102942,102664,102419,102180
27100,"Jackson, MI (Metropolitan Statistical Area)",158679,159772,160893,162119,162140,163047,163387,163316,160825,160114,160109,159658,159962,159628,159421,159264,158277,158563,158566,158510
27140,"Jackson, MS (Metropolitan Statistical Area)",547903,549383,551767,555999,562401,567496,576809,578863,581567,583837,588272,593409,595585,596325,597357,597928,599170,599358,597376,594806
27180,"Jackson, TN (Metropolitan Statistical Area)",170267,171360,171787,171605,173185,174116,175703,176608,177654,178739,179762,179692,179857,179836,179358,178607,178306,178336,178315,178644
27260,"Jacksonville, FL (Metropolitan Statistical Area)",1126282,1148091,1171363,1193042,1222866,1249072,1282311,1306788,1322728,1334972,1348907,1361972,1377607,1393432,1416446,1444638,1476023,1505033,1532663,1559514
27340,"Jacksonville, NC (Metropolitan Statistical Area)",150678,151068,153397,150481,158837,157205,161185,163256,169059,173064,186892,184993,190678,192354,191822,193114,192314,195066,196915,197938
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",152464,153174,153628,154268,155685,156761,158538,159912,160647,160411,160260,159867,160065,160341,160920,161006,161320,162205,162874,163354
27620,"Jefferson City, MO (Metropolitan Statistical Area)",140285,140991,142190,143171,142637,144450,145654,146455,147792,148880,149991,150413,150391,150669,150727,150928,151375,151319,151512,151235
27740,"Johnson City, TN (Metropolitan Statistical Area)",181944,182187,183973,186040,187317,189182,191943,193819,196242,197698,199010,199574,200473,200470,200021,200331,201457,201909,202900,203649
27780,"Johnstown, PA (Metropolitan Statistical Area)",152107,150902,149831,148836,147886,146975,146093,145283,144646,144186,143461,142579,141536,138826,137537,136028,134414,132960,131449,130192
27860,"Jonesboro, AR (Metropolitan Statistical Area)",108136,108774,109191,110177,111370,112570,114629,116163,117915,120114,121263,122854,124292,125840,126813,128459,129906,131259,132719,133860
27900,"Joplin, MO (Metropolitan Statistical Area)",157665,158567,160092,162037,163997,166160,168701,171224,172744,174394,175833,173846,174407,175144,175869,176686,177397,178239,178613,179564
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",129078,132428,134583,137596,140625,143448,145776,148117,151424,153393,155110,157026,158978,161093,163125,163992,165438,166232,167058,167503
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",239008,240080,241937,243834,242505,243259,244178,245431,246862,249023,250751,252600,255353,257311,258951,259676,261304,262998,264680,265066
28100,"Kankakee, IL (Metropolitan Statistical Area)",103842,104490,104932,105794,106744,107917,109735,111499,112658,113107,113418,113519,112974,112735,111883,111750,111080,110540,109953,109862
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",1817929,1837551,1858778,1875142,1892097,1909428,1931764,1954688,1973888,1994834,2013361,2025490,2038586,2053850,2069182,2085913,2107066,2127203,2144427,2157990
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",192696,196420,202688,209043,213854,219086,224149,229255,237348,245600,255542,263487,268071,270766,274154,278945,283693,290096,295289,299612
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",332989,336409,341231,342865,349745,357533,365460,380804,392237,395375,408262,412348,423475,423931,426421,432583,436421,442998,451272,460303
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",298534,298648,299267,300370,300668,302519,304535,306805,308069,309293,309480,309098,308623,307811,307198,306279,306017,306496,306736,307202
28740,"Kingston, NY (Metropolitan Statistical Area)",177810,178440,180128,180942,181847,182438,182845,182818,183174,182638,182418,182448,181538,180698,180400,179658,179042,178635,178418,177573
28940,"Knoxville, TN (Metropolitan Statistical Area)",729194,735744,742420,750863,758622,768798,782685,794171,804719,811349,815984,820702,825007,829017,832928,837818,844942,853645,861234,869046
29020,"Kokomo, IN (Metropolitan Statistical Area)",84940,84909,84563,84538,84291,84382,83943,83743,83472,82701,82752,82797,82839,82738,82605,82338,82304,82210,82257,82544
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",127021,127624,128261,128780,128992,129549,130147,131190,131920,133072,133897,134106,135307,135655,136140,136385,136384,136710,136613,136616
29180,"Lafayette, LA (Metropolitan Statistical Area)",425158,426750,430358,432900,436018,439936,450740,454315,459111,463998,467612,470935,474205,479794,484876,489507,490877,490299,489680,489207
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",187356,189259,190379,192210,193605,196649,200685,203703,206556,209308,210687,213230,216449,219183,221445,223573,227088,228101,230938,233002
29340,"Lake Charles, LA (Metropolitan Statistical Area)",193491,193171,193321,194552,195444,196263,193069,194598,196362,198010,199943,200534,201110,202205,203296,205275,207464,209410,210190,210409
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",156215,160312,166155,172633,180521,188773,196168,199760,200078,199696,200314,202812,203347,203126,203423,204574,205412,207017,209292,212181
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",485515,492917,501469,513058,527685,547373,568324,585982,594801,598683,603102,609948,615453,622633,634398,648523,665823,685368,706597,724777
29540,"Lancaster, PA (Metropolitan Statistical Area)",471955,475483,480118,485119,489977,494722,500922,506639,511957,516577,520319,523957,526878,530012,533289,535811,538160,541332,543969,545724
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",520449,524067,527582,530834,534758,535500,536188,536230,535161,533857,534899,536605,537005,538089,540028,541271,545146,548380,548674,550391
29700,"Laredo, TX (Metropolitan Statistical Area)",194576,200347,206001,211786,217858,223703,229307,234594,240287,245908,251370,255935,260595,264430,267465,269865,272301,273691,275120,276652
29740,"Las Cruces, NM (Metropolitan Statistical Area)",175098,176496,178464,182045,184939,189199,193701,197853,200855,205401,210097,213126,214450,214288,213933,214034,214663,216174,217278,218195
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1393909,1460500,1522962,1584166,1662773,1729522,1803774,1867817,1912349,1939407,1952587,1961925,1989224,2017193,2053134,2096717,2138836,2181635,2226115,2266715
29940,"Lawrence, KS (Metropolitan Statistical Area)",100247,101269,102552,103570,104826,105681,107187,107892,109010,110039,111198,112479,113313,114713,116445,118141,119662,120281,121109,122259
30020,"Lawton, OK (Metropolitan Statistical Area)",121695,119955,119889,117484,122341,121475,122980,125814,124166,126131,131569,132255,132696,131113,130909,130011,127676,127649,126348,126415
30140,"Lebanon, PA (Metropolitan Statistical Area)",120309,120954,121698,123154,124644,126197,128302,130182,131574,132959,133664,134529,135545,135804,136538,137479,138480,139553,141339,141793
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",57944,57446,57601,58183,58581,58979,59646,59908,60203,60464,61040,61409,61413,61927,62031,62108,62422,62798,62872,62990
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",103852,104260,105063,106140,106867,107352,107932,107739,108284,107830,107708,107439,107486,107223,107358,107124,107296,107399,107914,108277
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",409924,414520,418448,424953,430229,436898,445685,452138,460112,467328,473412,478930,485236,490906,495137,501469,507387,512381,514938,517056
30620,"Lima, OH (Metropolitan Statistical Area)",108589,108523,108518,107418,106826,106861,106716,106717,106773,106518,106358,105988,105244,105055,104848,104095,103613,103093,102725,102351
30700,"Lincoln, NE (Metropolitan Statistical Area)",268042,271237,274972,279194,281768,285469,288940,292502,296258,299633,302961,306619,310328,314103,319634,323090,327409,330975,333800,336374
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",612313,618126,624166,631032,639558,648784,661719,671441,681888,691903,702294,710682,717665,723159,728190,730889,734166,737557,740081,742384
30860,"Logan, UT-ID (Metropolitan Statistical Area)",103211,104294,107180,108819,110813,112580,113321,115901,119394,123048,126167,127591,128693,129827,130804,132652,135521,137703,140104,142165
30980,"Longview, TX (Metropolitan Statistical Area)",256153,257630,259812,261565,263814,265873,269236,271474,274165,278306,280487,282427,283056,282589,283219,283767,283641,284602,285315,286657
31020,"Longview, WA (Metropolitan Statistical Area)",92984,93608,94325,94516,95541,96536,99162,100744,101688,102126,102358,102309,101663,101483,101790,102999,104740,106805,108752,110593
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",12392704,12511491,12614158,12696521,12734974,12726428,12670216,12631988,12692740,12774577,12838417,12925753,13013443,13097434,13166609,13234696,13270694,13278000,13249879,13214799
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1092810,1100423,1108339,1119435,1129452,1139934,1154352,1169680,1183814,1194945,1204655,1211869,1220183,1232178,1239354,1246231,1252525,1259553,1262023,1265108
31180,"Lubbock, TX (Metropolitan Statistical Area)",256651,260015,262680,266338,268466,270478,274419,277466,280321,286236,292241,295338,297793,301167,306056,310001,313780,317094,319239,322257
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",228855,229499,230356,232634,234574,238515,243213,246827,249299,251441,252969,254190,255725,256832,257953,259447,260537,261813,262893,263566
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",222407,222869,224661,225987,227394,228125,229655,230452,231314,232065,232199,232707,232734,231225,230441,229795,229148,228985,229594,229996
31460,"Madera, CA (Metropolitan Statistical Area)",123587,125581,128369,132738,137106,140313,143622,146067,148359,149234,150986,151675,151527,151370,153456,153576,153956,155423,156882,157327
31540,"Madison, WI (Metropolitan Statistical Area)",537485,544773,552305,559138,566363,573036,580296,587711,594452,601715,606625,613159,619719,626833,633369,640198,648388,655250,659927,664865
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",382162,387414,389665,391461,394428,396381,398169,398843,399556,400148,401055,402774,404344,405281,407275,408985,411333,413204,414630,417025
31740,"Manhattan, KS (Metropolitan Statistical Area)",109384,109195,108884,109379,110560,111294,114356,115675,120604,122738,128521,130746,137731,136294,135665,136989,134000,131667,131698,130285
31860,"Mankato, MN (Metropolitan Statistical Area)",85892,87105,88107,89336,90152,91111,92879,93963,95121,96111,96844,97325,97994,97718,98670,99199,100075,100968,101577,101927
31900,"Mansfield, OH (Metropolitan Statistical Area)",128853,128187,128363,128312,128094,127724,127292,126995,126128,125308,124162,123144,122633,122314,121999,121688,121242,120430,120987,121154
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",573216,590067,610520,632475,653779,674982,695352,715264,736694,757468,779149,795517,808334,818619,829819,839667,848960,856249,862298,868707
32780,"Medford, OR (Metropolitan Statistical Area)",181775,183835,186704,189838,192185,194701,196858,199152,201162,202301,203341,204747,205852,207179,209189,211403,214366,216746,219411,220944
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1208223,1216621,1227121,1239341,1250802,1263658,1283389,1293670,1302060,1309030,1317489,1323741,1331396,1332114,1333432,1334790,1336204,1338582,1342497,1346045
32900,"Merced, CA (Metropolitan Statistical Area)",212258,218816,225351,231735,237180,242554,245338,248540,250538,252302,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",5025895,5110780,5197205,5261713,5336368,5411148,5429748,5422987,5454633,5504624,5583394,5668271,5745743,5822754,5893858,5969135,6055686,6118155,6143837,6166488
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",110121,110077,109555,109027,108914,109541,109641,110846,111267,111465,111459,111317,111304,111423,111735,110835,110222,109842,109981,109888
33220,"Midland, MI (Metropolitan Statistical Area)",82913,83576,83664,84012,84058,83930,83693,83600,83605,83639,83651,83805,83721,83651,83492,83662,83422,83314,83223,83156
33260,"Midland, TX (Metropolitan Statistical Area)",120280,120877,122371,123717,125144,126963,130287,133448,137060,140948,141783,145108,152312,157628,162187,167974,169466,170849,178186,182603
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1502420,1507257,1514251,1519746,1522302,1522391,1523907,1530492,1538232,1549613,1556678,1561296,1567248,1571732,1575002,1576496,1576004,1574444,1573995,1575179
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3029064,3071250,3100852,3128159,3156700,3183920,3219203,3254350,3285969,3315368,3340007,3373392,3405952,3440782,3476192,3503728,3538527,3575699,3610061,3640043
33540,"Missoula, MT (Metropolitan Statistical Area)",96178,97435,98968,99976,100934,102298,104372,106110,107747,108717,109467,110245,111042,111900,112801,114122,116349,117834,118640,119600
33660,"Mobile, AL (Metropolitan Statistical Area)",418174,418062,416444,415992,415760,416632,420621,423206,426692,429487,430941,430423,430962,430815,431017,431294,431566,430567,430310,429536
33700,"Modesto, CA (Metropolitan Statistical Area)",449471,463761,477469,487357,492613,500020,504651,507834,509032,511536,515145,517560,520424,523451,528015,533211,539255,544717,548126,550660
33740,"Monroe, LA (Metropolitan Statistical Area)",200994,200177,200671,201530,201860,201596,203181,202405,202736,203814,204675,204886,205151,205454,205570,205668,205319,203894,202138,200261
33780,"Monroe, MI (Metropolitan Statistical Area)",146364,147605,148561,149747,151117,152374,153460,153424,152806,152296,151936,151496,150804,150139,149847,149353,149159,149449,150174,150500
33860,"Montgomery, AL (Metropolitan Statistical Area)",347080,348725,350984,352411,355009,358659,365989,369390,370249,371860,375119,375549,374872,374114,373476,373365,373865,374174,373022,373290
34060,"Morgantown, WV (Metropolitan Statistical Area)",111338,112764,114343,116466,118062,119937,121894,123507,125267,127498,130308,132678,134813,135948,137396,138523,139403,139608,139204,139044
34100,"Morristown, TN (Metropolitan Statistical Area)",123449,124536,124851,126539,127816,129574,131883,134085,135495,136131,136945,137560,137753,137924,138280,139212,139924,140898,141778,142749
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",103420,104534,105563,107369,109030,110683,112621,114066,115808,116557,116944,117578,117714,118255,119966,121559,123603,125860,127835,129205
34620,"Muncie, IN (Metropolitan Statistical Area)",118776,120281,119949,119935,118938,118170,117326,117229,117007,117490,117665,117901,117027,116831,116487,115767,115657,115246,114297,114135
34740,"Muskegon, MI (Metropolitan Statistical Area)",170396,171055,171563,172269,172771,173608,173710,173738,173846,172755,171913,170026,170159,172273,172254,172447,173227,173645,173599,173566
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",271736,277987,284862,292309,302421,317745,336132,351472,363866,371417,378343,385650,393299,403705,416065,431198,447337,463514,480985,496901
34900,"Napa, CA (Metropolitan Statistical Area)",124565,126818,128744,130138,130387,130381,131440,132583,134093,135280,136759,137691,138538,139580,140405,140862,140840,139878,138789,137744
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",254015,264240,275490,285321,296021,307452,312621,314437,316641,318485,322581,327629,332233,338987,347211,356041,365445,372678,378201,384902
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1364950,1386403,1404664,1426723,1454773,1487370,1529238,1567875,1602302,1629646,1650831,1674534,1703609,1735012,1768350,1804671,1841294,1874515,1904726,1934317
35100,"New Bern, NC (Metropolitan Statistical Area)",115156,116388,115664,115776,116520,117787,119915,120873,122491,125202,127423,128135,128409,127172,126778,125371,124985,124703,124584,124284
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",824911,829875,835099,841939,844505,847162,850207,853598,856622,860025,863357,863871,864566,862820,862885,860186,857901,857748,856971,854757
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1339280,1344528,1354638,1365146,1377699,1386429,1040195,1096365,1135831,1167842,1195324,1214008,1226887,1239584,1248905,1260281,1267613,1270326,1270133,1270530
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",18356204,18476764,18554586,18598803,18597871,18568830,18538752,18572325,18672355,18800157,18923407,19052774,19149689,19226449,19280929,19320968,19334778,19322607,19276644,19216182
35660,"Niles, MI (Metropolitan Statistical Area)",162471,161153,160604,160314,159742,158510,157537,157378,157380,157059,156737,156885,156621,156129,155977,155022,154325,154128,153790,153401
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",592809,605988,620540,634862,653934,674757,685132,691735,695944,697973,703354,709775,720281,731796,747228,767309,788341,805186,820716,836995
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",259848,261396,264698,266584,268595,269664,270814,270669,272634,273630,274004,273037,274091,272976,271462,269636,268403,267419,266285,265206
36100,"Ocala, FL (Metropolitan Statistical Area)",260221,264553,271716,280091,291164,303558,316310,325634,330052,330880,331331,332286,333873,335083,338005,342182,347469,353339,359062,365579
36140,"Ocean City, NJ (Metropolitan Statistical Area)",102314,102023,101694,101710,100482,99269,98695,97686,97550,97238,97212,96494,96228,95498,94907,94160,93655,93129,92446,92039
36220,"Odessa, TX (Metropolitan Statistical Area)",120694,120802,122199,122739,124163,125378,127476,130459,133064,136930,137075,139642,144495,149656,154588,159903,157858,156951,161960,166223
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",487906,495459,504247,513021,522374,532425,545746,561767,577040,588773,599740,605591,612185,621224,630767,640334,652476,664040,673660,683864
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",1098132,1108860,1122241,1134419,1145524,1161308,1182668,1199665,1216645,1237780,1257793,1277045,1297857,1320148,1336256,1357178,1372985,1381492,1393605,1408950
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",208287,212421,216313,219499,222985,227023,232688,237772,244332,249936,253001,256386,258527,261852,264909,267978,273714,280269,286056,290536
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",769291,776165,783567,792086,803214,814309,824961,834554,845119,856233,867671,876022,884555,893864,903335,913073,923431,931987,940970,949442
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1656890,1710359,1760345,1811544,1878077,1955794,2020057,2057865,2087489,2111917,2139161,2176054,2225636,2270149,2324391,2388509,2455583,2517777,2574838,2608147
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",157103,158163,159134,159440,160130,161451,162727,164037,164910,166429,167073,167493,168525,169283,169324,169246,169629,170394,170878,171907
36980,"Owensboro, KY (Metropolitan Statistical Area)",110064,109991,110190,110735,110999,111469,112152,112900,113651,114385,114770,115255,115972,116373,116529,117521,118092,118455,118879,119440
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",756506,766689,779489,788070,793994,794197,798183,800027,806353,815130,825097,830099,833516,838136,842297,845802,847323,849044,848142,846006
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",477819,486429,495425,504847,518722,529907,535138,539719,542378,542109,543965,544359,546966,550255,555548,565746,576874,587769,595203,601942
37460,"Panama City, FL (Metropolitan Statistical Area)",148393,150207,152741,155044,158804,162917,165644,165345,166267,167464,169206,169555,171757,174596,178289,181488,183634,184736,186240,174705
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",93711,93536,93424,92974,92705,92655,92343,92295,92528,92544,92698,92643,92390,92360,92259,92139,91476,90846,89991,89339
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",413085,419037,425006,428066,435466,439471,443378,443551,445392,446559,450946,455139,461613,467086,470628,475537,481367,487298,494399,502629
37900,"Peoria, IL (Metropolitan Statistical Area)",404875,403480,403899,403961,405592,407224,409074,411451,413206,416463,416051,416687,416866,418092,415479,412856,410754,406913,403328,400561
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",5691968,5713954,5743383,5773864,5804535,5829139,5856125,5882126,5906917,5941539,5970899,5996232,6016616,6030134,6046382,6056816,6066661,6078522,6091208,6102434
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",3273477,3363736,3452470,3536388,3637332,3774696,3914212,4018128,4106372,4153609,4204204,4253037,4329756,4403121,4488970,4578519,4673336,4758748,4849209,4948203
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",107184,106464,105965,105465,104665,103917,103121,101921,101305,100593,100107,99052,97423,95769,94882,94022,92380,90875,89246,87804
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",2428303,2417480,2408348,2401168,2389107,2374483,2364039,2358914,2356802,2355432,2357090,2360417,2360443,2359803,2356189,2347757,2340222,2329004,2322653,2317600
38340,"Pittsfield, MA (Metropolitan Statistical Area)",134769,133928,133529,133423,133076,132563,131977,131883,131372,131264,131317,130547,130284,129488,128856,127858,127067,126353,125901,124944
38540,"Pocatello, ID (Metropolitan Statistical Area)",83212,83718,83858,83605,84266,84845,86055,86870,88173,89622,90892,91421,91585,91246,91265,91871,92357,93088,94374,95489
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",489179,494975,500178,504858,508428,510287,510614,512265,514191,514728,513911,516070,517632,519987,523989,525831,528912,531899,535232,538500
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1934792,1971152,2002918,2024115,2039297,2067325,2103164,2137828,2172853,2206737,2232181,2262834,2288465,2311015,2343994,2381660,2426575,2454815,2473350,2492412
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",320819,328315,338741,351522,368277,383877,397053,410402,417520,419850,425173,428287,431912,436425,443164,452841,463891,472864,481167,489297
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",623806,632386,640675,649508,655793,658884,661620,663783,666468,668966,671173,672230,670722,670588,669972,669842,670828,673303,676065,679158
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",168608,172636,177362,182090,187822,195424,204082,208773,211211,211172,210983,211044,211990,214421,217716,220805,224575,228082,231772,235099
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1586085,1595424,1608716,1617623,1620567,1613353,1607583,1602603,1601459,1600970,1603125,1602957,1605741,1607460,1611026,1612928,1614840,1616614,1622379,1624578
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",380079,394059,405672,414780,425023,439623,457471,479181,497639,515010,530262,541001,549980,561534,571059,583218,601304,618035,633149,648252
39380,"Pueblo, CO (Metropolitan Statistical Area)",141800,144014,146537,147907,148654,149825,152026,155121,156748,157846,159390,160184,160721,161033,161356,163006,164774,166283,167422,168424
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",142266,146311,150123,153235,157755,155262,157099,159742,160467,159629,159875,159869,162744,164671,168041,172382,177671,181522,184849,188910
