CAINC30 Economic Profile,,,,,,,,,,,,,,,,,,,,,
Personal income (Thousands of dollars) ,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",4975929,5010934,5260760,5545696,5910734,6261316,6789813,7288834,8006456,7911949,8419670,9145648,10231671,10499977,11332101,11743034,11864177,12276915,13025395,13521155
22140,"Farmington, NM (Metropolitan Statistical Area)",2190296,2386076,2469314,2599926,2819439,3104292,3419440,3699339,4091616,3899385,3961771,4211703,4272325,4163504,4360632,4419133,4256764,4315894,4427385,4462308
22180,"Fayetteville, NC (Metropolitan Statistical Area)",10255575,10484023,10990343,11449137,12080766,12789451,13339849,13828912,14655893,14826321,15534312,16174151,16626684,16683199,17150633,17691050,17849753,18430980,19265143,20122626
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",8646904,9285777,9842713,10581704,11939086,13264268,14821673,16158610,17177592,16228124,17091019,19534967,22935557,22970415,26416796,28685825,30631396,32129787,35143183,36251158
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2783656,2943801,3078887,3229108,3482171,3744647,4121965,4417750,4718477,4528032,4631674,4980615,5012242,5241669,5592651,5945052,6243199,6602169,6965148,7057376
22420,"Flint, MI (Metropolitan Statistical Area)",11748660,11705453,11795207,12162422,12383484,12563100,12934723,13049982,13123052,12642012,12926987,13539220,13869270,14095656,14556448,15235343,15627147,15972759,16518658,17015416
22500,"Florence, SC (Metropolitan Statistical Area)",4626451,4810871,4940795,5104534,5360770,5536629,5931514,6203764,6439881,6298349,6446200,6729626,6866558,6988775,7213694,7532375,7738544,7954201,8324125,8696180
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3155696,3253981,3288302,3443455,3666166,3883617,4105946,4328593,4416279,4403008,4602964,4756813,4820865,4851395,5068568,5200165,5271266,5384883,5579182,5785895
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2796304,2836924,2939232,3003872,3101905,3198784,3336101,3539480,3722226,3603965,3743813,3897726,4077064,4078347,4304888,4471789,4523940,4716776,4976108,5164866
22660,"Fort Collins, CO (Metropolitan Statistical Area)",7855633,8397005,8490999,8557473,8894401,9383173,10084924,10836123,11138411,10939308,11252959,11936687,12720373,13455320,14629751,15667640,16414294,17805751,19008370,19944871
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",5031830,5096001,5187302,5452503,5889997,6193319,6653826,6935183,7285935,7181578,7397525,7908546,8226669,8213436,8567881,8820118,8892102,9103592,9291140,9609548
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",10828568,10799240,11025118,11008931,11477444,11885735,12802893,13310233,13554389,12981111,13413626,14330275,15133475,15204623,16098614,16971507,17363542,17936189,19015375,19636577
23420,"Fresno, CA (Metropolitan Statistical Area)",18496412,19263404,20659321,22232347,23639786,24590953,26214753,27505553,28140901,28206209,29567869,31404880,32431359,33865015,36378424,38949236,40168751,41286010,43088095,45445944
23460,"Gadsden, AL (Metropolitan Statistical Area)",2247874,2301346,2377845,2459130,2593638,2681992,2778771,2953236,3044883,3037862,3169689,3227845,3292259,3285699,3404875,3537329,3607098,3714857,3821755,3919481
23540,"Gainesville, FL (Metropolitan Statistical Area)",6443010,6878366,7075092,7360117,8159768,8805044,9433745,9898573,10221408,9908711,10378911,10788478,10884856,10965953,11633583,12193554,12678659,13445858,14196596,14771206
23580,"Gainesville, GA (Metropolitan Statistical Area)",3587750,3775070,3956646,4243443,4576986,4944769,5286303,5567257,5541601,5414827,5502166,5922592,6158237,6390361,6835910,7499427,7880145,8403625,8956711,9317545
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2402519,2602982,2708449,2885249,3019836,3184784,3332955,3532747,3709887,3692048,3788328,3939953,4051220,4131688,4360360,4549269,4621403,4798471,4986055,5169186
24020,"Glens Falls, NY (Metropolitan Statistical Area)",3140833,3167335,3226757,3385496,3646405,3752998,3915367,4053634,4346696,4463078,4650940,4833303,4953204,5028250,5126289,5250480,5376306,5670429,5851973,6110108
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2619494,2768895,2844916,2892935,3083969,3223114,3386375,3633289,3760717,3780685,3884495,4036149,4231418,4193916,4333170,4413573,4428393,4596723,4735428,4912230
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2392255,2423889,2533389,2733954,2789876,2910438,3092974,3313105,3602638,3516804,3718077,3990067,4425642,4475505,4592567,4730642,4780299,4920789,5114605,5237350
24260,"Grand Island, NE (Metropolitan Statistical Area)",1712792,1814439,1845760,1960206,1970923,2051601,2141647,2327943,2478339,2435231,2510001,2750561,2850457,2919504,3024786,3167923,3156570,3224550,3310290,3436663
24300,"Grand Junction, CO (Metropolitan Statistical Area)",3038890,3286675,3403973,3499123,3670156,3975121,4403495,4955741,5485101,5119013,5007084,5219925,5466236,5555135,5888618,6038686,6058618,6496022,6944767,7204611
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",27867948,28551781,28605399,29500645,31276871,32251948,33990084,35105348,36851083,33936686,35983765,39163203,42214045,42535063,44950188,47874136,49213869,50525630,52555045,54223857
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1687556,1778105,1819944,1909159,2066742,2193668,2341187,2424515,2417149,2419056,2493113,2567460,2672588,2714952,2898306,3101754,3234439,3425747,3652347,3810451
24500,"Great Falls, MT (Metropolitan Statistical Area)",1977231,2060260,2141602,2228618,2362233,2463626,2672578,2796383,2917692,2948113,3125339,3231012,3298332,3281825,3443925,3552956,3610915,3757683,3911977,4052262
24540,"Greeley, CO (Metropolitan Statistical Area) *",4672397,5023661,5029756,5263147,5793336,6367491,6897569,7609966,8219182,8084319,8412326,9073250,9796051,10480583,11717193,12554457,12935823,13605424,15122272,16288858
24580,"Green Bay, WI (Metropolitan Statistical Area)",8462652,8653562,8978063,9335137,9821101,10158299,10730573,11274066,11777070,11577724,12078452,12795702,13536902,13685094,14281744,14851555,15047266,15679209,16575483,17107901
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",18318804,18797971,18924069,19310364,20531223,21646113,23312438,24324180,25115652,24206589,24944816,25827833,27305455,27234702,28868290,30387253,30891476,32026918,33293181,34624284
24780,"Greenville, NC (Metropolitan Statistical Area)",3377579,3478655,3586852,3723532,3961101,4275890,4655763,5005166,5348814,5293454,5499331,5704146,6167597,6174600,6432153,6655771,6832669,7136799,7513687,7830577
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",19363248,20202152,20450011,20759110,21345847,22383450,24153271,25943493,26977579,25973564,27098891,28647783,30300987,30911264,33083695,35119779,36301109,38263780,40152888,41822381
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",9170110,9279990,9482900,9889385,10248368,11288717,10864985,13110437,12702933,12759598,13254712,13381283,13551437,13586270,13984975,14215633,14458594,14773702,15271584,15784326
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",5501451,6010473,6290224,6658710,7203648,7748318,8347871,8805659,9159805,9110179,9456119,9924300,10263735,10354873,10753471,11162714,11566734,11959935,12521492,13045602
25220,"Hammond, LA (Metropolitan Statistical Area)",1996101,2164339,2242896,2342721,2545126,2810109,3255270,3542501,3798810,3758533,3995727,4189651,4315346,4320092,4454100,4554443,4703305,4871942,5047372,5228657
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2265026,2487443,2751197,3107887,3374648,3480636,3505446,4007471,3915602,3777656,4070894,4515822,4423871,4557239,4958327,5137539,5262778,5461861,5595305,6030809
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",15827937,16645358,17221821,17850199,18558087,19239195,19997623,21087481,21824681,21640689,22331977,23461348,24343714,24673697,25800644,27039562,27437861,28582658,29975666,31134512
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2515376,2750402,2697363,2882500,3054453,3224329,3363748,3542827,3710142,3655641,3842746,4058109,4263250,4356463,4632625,4875189,4951531,5204496,5434131,5575624
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",43736208,45235937,45594865,46676292,49411522,51515061,55171324,58396502,60678540,59993797,61473373,64197055,66182128,66618872,69422681,71518281,72576163,73903654,76525205,78476365
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",2978073,3191605,3328166,3404562,3645817,3910385,4227133,4434164,4698901,4754185,4967645,5203051,5504469,5605426,5859709,6045628,6095881,6249244,6446610,6588139
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",8737124,8991296,8960272,9061810,9494942,9966803,10502415,10907775,11138147,10841373,11080715,11334964,11817436,11721409,12269919,12966594,13369420,14058411,14563744,15093644
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",4507538,4772918,4890220,5161525,5714008,6250787,7028363,7489579,7630791,7368532,7184360,7664810,8141241,8371551,9173833,9893220,10417593,10936461,11688294,12343180
25980,"Hinesville, GA (Metropolitan Statistical Area)",1301487,1371254,1452225,1599332,1692853,1758630,1880064,1917616,2045427,2116229,2184222,2373479,2368382,2384508,2455416,2514900,2517702,2603845,2739287,2831749
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",2682668,2832020,2918675,3084974,3272448,3618459,3937380,4177634,4280797,4166732,4322621,4407694,4505437,4599114,4770342,4990057,5152720,5382141,5615058,5844856
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2096123,2169967,2208367,2306419,2433537,2608793,2837138,2967351,2989605,2983193,3047426,3203146,3356362,3303183,3481701,3591125,3676878,3811049,3916903,4081660
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",4328964,4749377,4903601,5039961,5187369,5816313,6938957,7762417,8392244,8069962,8197584,8232784,8716905,8964822,9581473,9265830,8624875,8739026,8906282,9140203
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",156255566,164800473,163942480,170567294,183608480,201134921,226112233,241788703,268677108,252937597,267613203,290940253,321412642,326058563,354013788,361016707,345851800,372721477,398715792,416121512
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",8074153,8503371,8805653,9015681,9213021,9551087,10161385,10732917,11425422,11615144,11948084,12413939,12669066,12561158,13029179,13426676,13372859,13794431,14494768,14721817
26620,"Huntsville, AL (Metropolitan Statistical Area)",9762887,10031969,10386589,11018379,11783426,12676948,13723462,14773632,15852303,16014825,16818957,17791117,18328124,18477485,19176821,20068673,20848744,21860787,23251202,24586808
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",2540866,2727539,2854497,2990278,3251852,3534984,3944973,4224999,4359730,4234824,4390404,4594849,4878883,4933275,5125715,5606910,5973154,6394030,6844788,7189022
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",54697201,56492388,57334376,58406975,61293062,63803921,68268671,70290740,74159497,74144351,78248853,84046895,88253549,89388762,93198441,97900890,101961247,105832470,112423871,116920707
26980,"Iowa City, IA (Metropolitan Statistical Area)",4023104,4170805,4322162,4458702,4729202,4867798,5193982,5579616,5955049,5971943,6127366,6694129,7069000,7347004,7800591,8077596,8361565,8781866,9459396,9665204
27060,"Ithaca, NY (Metropolitan Statistical Area)",2364723,2502706,2565363,2691251,2843620,2860614,3003522,3186840,3444919,3473625,3557402,3724738,3885194,3930838,4040806,4239590,4232087,4489721,4621168,4750972
27100,"Jackson, MI (Metropolitan Statistical Area)",4053179,4137239,4172997,4243265,4377755,4477594,4560731,4686458,4796920,4706063,4859884,5029805,5160689,5232184,5412353,5682199,5873902,5997070,6211490,6401733
27140,"Jackson, MS (Metropolitan Statistical Area)",13816482,14549291,14878723,15551594,16524753,17709721,19108670,19634247,21102340,20219264,21058623,22408334,23243557,23587358,24415921,24780035,24936133,25187907,25983190,26608102
27180,"Jackson, TN (Metropolitan Statistical Area)",4186411,4053659,4142034,4400227,4652257,4813319,4975219,5253573,5457382,5530984,5783868,6258411,6339970,6378938,6348278,6608773,6701139,6947599,7164271,7466160
27260,"Jacksonville, FL (Metropolitan Statistical Area)",34189114,35282914,36594657,38971858,41849368,45513781,49712903,51918835,52429716,49620789,52230908,54801216,57323751,57973424,61177760,64982281,67629055,72589393,77124644,80191700
27340,"Jacksonville, NC (Metropolitan Statistical Area)",3624191,3775490,3806112,4155772,4637160,5067689,5380708,5978833,6681919,7262565,7826773,8078221,8181946,8060613,8151302,8278831,8826368,8751673,9132278,9407046
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",4086574,4213907,4345693,4495226,4652571,4804600,5149406,5296908,5403333,5284118,5419969,5718840,5998210,6149006,6221732,6482512,6620301,6846973,7214503,7552841
27620,"Jefferson City, MO (Metropolitan Statistical Area)",3608827,3743192,3794206,3986028,4251309,4389065,4643923,4870228,5188736,5122623,5232220,5378604,5570268,5665152,5857669,6012806,6086094,6310672,6393650,6675625
27740,"Johnson City, TN (Metropolitan Statistical Area)",4093018,4249960,4364336,4538648,4914741,5072715,5385725,5736574,6011684,6046091,6326071,6727697,6946931,6935132,7093959,7397672,7536185,7838227,8167988,8392139
27780,"Johnstown, PA (Metropolitan Statistical Area)",3520367,3717394,3778805,3898808,4016169,4140128,4285414,4511355,4729943,4719241,4712750,5049454,5095726,5100404,5208586,5336100,5350984,5427092,5710818,5872588
27860,"Jonesboro, AR (Metropolitan Statistical Area)",2332121,2396567,2460014,2699907,2792082,2882475,3025776,3187529,3349007,3413992,3611286,3871324,4066788,4179220,4243452,4401245,4509738,4687796,4846214,5103025
27900,"Joplin, MO (Metropolitan Statistical Area)",3659764,3881396,3960781,4086023,4366266,4463669,4701267,4940693,5275068,5291998,5398097,5711575,6034019,5942607,6199569,6486265,6640774,6854339,7201720,7438057
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",3314407,3531263,3736920,3975614,4341656,4704262,5063867,5373022,5624965,5320683,5536704,5877361,6308599,6318893,6737768,7167703,7516459,7943038,8212150,8600887
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",6870970,7293853,7426377,7591973,7721769,7876080,8306927,8566914,9085179,8905072,9129445,9749511,10127288,10384592,10759987,11467476,11792105,12195991,12778555,13118941
28100,"Kankakee, IL (Metropolitan Statistical Area)",2627293,2750161,2824514,2896852,2989602,3120520,3303404,3501391,3675484,3626916,3720617,3836676,3878796,4013319,4050847,4199468,4252965,4385392,4550632,4689720
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",58393798,58557262,59964276,61241262,63106026,66337271,73121609,78445827,83818928,82145500,82754866,87415954,93205450,94778441,98518095,103525367,105471309,109602196,114691816,118708230
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",4923390,5335037,5628002,6030617,6365532,6616507,6872696,7584016,8299933,8823518,9661802,10306527,10269252,10283417,10741048,11638440,11981235,12468006,13154449,13851313
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",7836523,8330960,8805549,9420828,9920896,10876646,12010596,13214178,14437934,14806788,15167040,15969008,16151189,15917085,16385637,17153266,17297242,18135175,18800567,19726228
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",7040086,7240767,7405187,7691510,8072718,8377186,8972200,9501574,10069694,9872044,10079289,10731820,11207746,10995712,11048091,11267172,11342320,11834386,12329340,12570113
28740,"Kingston, NY (Metropolitan Statistical Area)",4731092,4883144,4922241,5088337,5553513,5826954,6204397,6511535,6801228,6779125,6976549,7229172,7436442,7464233,7741306,8027008,8288975,8678802,9026113,9412460
28940,"Knoxville, TN (Metropolitan Statistical Area)",19456657,19686422,20451538,21269992,22532114,23670534,25196387,26493373,27621540,27100552,28329224,30146298,31807934,31847141,33242886,34986462,36023801,37741046,39926820,41323565
29020,"Kokomo, IN (Metropolitan Statistical Area)",2413600,2359174,2400639,2453302,2525118,2568666,2657179,2764199,2718154,2532532,2578070,2741619,2864369,2911701,3051023,3140701,3207938,3294072,3466287,3542015
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",3463168,3612452,3702658,3854858,4007964,4171323,4401680,4634033,4908665,4975230,5080533,5388868,5697211,5655213,6002389,6209947,6338993,6575156,6891419,7108822
29180,"Lafayette, LA (Metropolitan Statistical Area)",9935571,10801507,10996355,11382955,11773646,13188440,15118152,16101163,18067299,17016453,18025264,18752529,20686851,21102581,22333507,21186503,19825350,20547155,21309936,21775660
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",4799584,4838017,4890547,4927723,5205054,5430670,5697749,5997475,6473738,6312688,6556542,7058489,7363065,7542326,7797240,7945511,8232065,8575483,9155463,9358207
29340,"Lake Charles, LA (Metropolitan Statistical Area)",4479548,4692505,4780341,4808748,5048197,5512792,5954592,6607772,7020283,6727623,6906547,7230341,7654187,7798002,8404947,8960073,9214310,9672668,10204086,10445141
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",2981395,3264188,3463177,3723328,4113418,4508683,4799515,4982036,5088203,5069119,5124399,5171712,5289425,5445864,5789089,6015690,6238434,6630663,6980623,7297603
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",11749751,12693276,12928993,13625451,14710524,16077599,16808067,17486514,17968532,17236367,18373933,19427284,19565614,19647197,20708624,21738318,22346001,23945564,25288404,26562710
29540,"Lancaster, PA (Metropolitan Statistical Area)",13723517,14503056,14668998,15313594,16353679,17166597,17786773,18589865,19267484,18878964,19774960,20845533,21644309,22250179,23628792,25000790,25767174,27129059,28608117,29640682
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",14297644,14762837,14836303,15137385,15474162,15709754,16222471,16659579,17262222,16834206,17633905,18212608,18532389,18674851,19463543,20403161,21054114,21770280,22606483,23389059
29700,"Laredo, TX (Metropolitan Statistical Area)",3067955,3747953,3984604,4187698,4296114,4779920,5194440,5438543,6208188,6025534,6514045,7109093,7407303,7535089,7814757,7952911,8043545,8303654,8663833,8981800
29740,"Las Cruces, NM (Metropolitan Statistical Area)",3250405,3645134,3862389,4105311,4360792,4711013,5008768,5367392,5610652,5947307,6343985,6553149,6713247,6519376,6834492,7181934,7422695,7599194,7863764,8238087
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",43188732,46261651,48064541,51344816,57475013,65442479,71249678,74654336,73300585,67626061,69601904,72471475,77423058,77290997,83258428,90217603,94001080,99914746,106317025,110628465
29940,"Lawrence, KS (Metropolitan Statistical Area)",2492991,2687760,2761594,2836203,2897741,3045961,3278152,3429543,3648022,3705655,3760527,3937934,4095673,4193525,4396463,4667486,4789302,5035739,5321380,5521639
30020,"Lawton, OK (Metropolitan Statistical Area)",2686715,2887896,3013521,3191392,3293935,3445744,3770055,3943998,4232646,4338782,4686111,4837705,4837175,4874270,4972867,5085021,4980435,5078320,5160729,5396858
30140,"Lebanon, PA (Metropolitan Statistical Area)",3239336,3464222,3545017,3671541,3979798,4172784,4371025,4589744,4787074,4737960,4936259,5175318,5288885,5375756,5593502,5884909,6122493,6433904,6721612,6937119
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",1487931,1536943,1549286,1611779,1682419,1715997,1835002,1965837,2070413,2055408,2142790,2215133,2275589,2343867,2435923,2535311,2620074,2766970,2906903,3001480
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",2650394,2742522,2892313,3042826,3124199,3190503,3337714,3481625,3628130,3632469,3662513,3764767,3827984,3801661,3909407,4076838,4126462,4267389,4464983,4652478
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",12670888,12733780,12982022,13356857,14193418,14942038,16097926,16924185,17415547,16956691,17583206,18586585,19483974,20165627,21196089,22372244,22896007,23724327,24729052,25648827
30620,"Lima, OH (Metropolitan Statistical Area)",2692586,2735709,2793285,2874538,2939930,3009436,3158160,3309826,3390160,3393604,3484154,3629568,3744061,3731759,3863118,4008896,4075760,4219071,4373564,4481729
30700,"Lincoln, NE (Metropolitan Statistical Area)",8173645,8355427,8721442,9085907,9452433,9830342,10391045,10976680,11496524,11300935,11691240,12403925,13153624,13193908,13872083,14618323,14952753,15708103,16539079,17098776
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",16770313,17785845,18364474,19407751,20436880,21925186,23211456,24858875,25381695,25345335,25885178,27158355,29033933,28661039,29954103,31013896,31673523,32483575,33355595,34565252
30860,"Logan, UT-ID (Metropolitan Statistical Area)",1988086,2142844,2195119,2338175,2532696,2605752,2765514,3018203,3331955,3355455,3564862,3822793,3991670,4018403,4250769,4574600,4801766,5144030,5584640,5881417
30980,"Longview, TX (Metropolitan Statistical Area)",6176098,6488858,6598833,6879780,7077540,7705594,8574938,9127394,10489153,9866225,10223575,11211333,11377930,11303292,11860345,11535286,11146264,11351117,11927686,12312747
31020,"Longview, WA (Metropolitan Statistical Area)",2227235,2350594,2356328,2437370,2565232,2750569,2950211,3243082,3419717,3399144,3611372,3658562,3839243,3889914,4060597,4226719,4355998,4582411,4885518,5142891
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",394920233,410553386,421868493,444124296,472917306,503920780,544140051,562034002,570696809,549542158,578372986,616063548,662546329,661248242,703756060,753652141,782242474,812074093,846486801,881215471
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",33163247,34075905,34721648,35620303,37649943,39127942,41836825,43594536,44696100,43666432,45591845,48150367,51405485,51001056,53650667,56756043,58379717,60506530,63652743,65954660
31180,"Lubbock, TX (Metropolitan Statistical Area)",6208548,6362356,6584919,6911926,7122245,7553885,7977618,8476287,8980395,9177919,9835832,10231333,10836972,11222817,11738143,12162612,12467654,12941631,13680735,14233889
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",5819991,5962078,6032197,6267762,6575185,6905113,7384268,7762975,8174665,8113174,8338197,8702466,9041666,9040045,9443971,9734920,9832249,10197185,10619217,10875932
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",5830963,5955380,6229741,6326198,6549116,6770495,7056898,7272855,7500809,7407629,7590079,7986994,7949324,8006073,8356295,8661795,8746728,9065200,9405674,9703865
31460,"Madera, CA (Metropolitan Statistical Area)",2354133,2558591,2769668,2978258,3312636,3457218,3642627,3971634,3982879,3863463,4295560,4549836,4805261,4975765,5341934,5472950,5731880,5901022,6133070,6492474
31540,"Madison, WI (Metropolitan Statistical Area)",18241135,19389048,20174861,20873260,21812453,22762076,24321550,25447085,26089278,25625810,26341322,28366282,29762659,30683543,32140252,34207708,35431163,37026055,39325386,41279684
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",14745521,14781967,14882159,15316073,16330794,16752532,17879961,18729319,19275594,18663907,19093904,20163586,21100002,20955970,21718569,22407570,23287695,24199521,25338570,26363623
31740,"Manhattan, KS (Metropolitan Statistical Area)",2608378,2750571,2812115,2978100,3134635,3256735,3641004,4073551,4522736,4669177,5071745,5418176,5572294,5470577,5623675,5784828,5763056,5818900,5950233,6132748
31860,"Mankato, MN (Metropolitan Statistical Area)",2284576,2497623,2582271,2717134,2858610,2953692,3177783,3247051,3363369,3226611,3365978,3684243,3937031,3952445,4181936,4309424,4318545,4497887,4734877,4914860
31900,"Mansfield, OH (Metropolitan Statistical Area)",3090153,3244244,3358081,3465509,3509062,3535218,3635255,3726820,3865602,3730069,3767011,3979138,4033984,4105807,4286962,4419003,4431478,4585240,4766061,4907564
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",8105800,8744156,9458542,10213085,11089633,12072246,13023872,13901480,15060449,15984950,17084134,18061356,18696793,19350997,20203330,21002404,21470472,22015991,22949668,23815443
32780,"Medford, OR (Metropolitan Statistical Area)",4631585,4962772,5069758,5403489,5695687,5972219,6519086,6729891,6879303,6638916,6760361,7130728,7438436,7562155,8211135,8783198,9264181,9743846,10237971,10669698
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",35659567,37743704,38649311,39934815,41719649,43301764,46160170,48059447,48419515,46871506,48627283,51153898,53696436,53594324,54895161,56857126,58158688,60282226,62663644,64590483
32900,"Merced, CA (Metropolitan Statistical Area)",4238537,4612103,4916556,5391609,5910685,6136657,6296779,7013386,6823448,6897656,7301531,7923689,8110944,8481612,9393654,9800267,9994614,10390896,10696798,11406396
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",162831842,171214298,176495025,182591161,197934899,217215771,235969223,245668971,241268655,221036934,239473700,251562531,264462149,262528810,285010621,306032168,312972537,339588933,363413990,375944348
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",2792940,2855592,2896194,2971226,3035777,3149194,3320545,3473533,3644066,3443541,3568513,3790314,4004198,4034373,4139655,4203739,4315852,4473977,4659156,4825145
33220,"Midland, MI (Metropolitan Statistical Area)",2645580,2808014,2794246,2899545,3133360,3122140,3252022,3350768,3620056,3486720,3573452,3797485,3789807,3706693,3415791,3351881,3895971,4794515,4524934,4654376
33260,"Midland, TX (Metropolitan Statistical Area)",3869871,5803369,5838541,6384608,6599273,7520124,8190075,8056858,11693159,8668383,10243928,14188622,16248753,17366897,18997438,14861127,12760015,18644941,22679972,23513106
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",50729272,53368842,54135745,54793421,57035647,59294589,63758963,66062184,67912556,66489247,67895636,71826004,75359894,75092081,77934143,81363823,82794744,85325685,89771409,92079893
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",112229178,116310993,118203701,123113363,131271075,136156811,143940676,152544928,156618474,148540012,154354201,165504071,175824856,177698320,189756502,199682915,205922804,215180937,227122134,233890054
33540,"Missoula, MT (Metropolitan Statistical Area)",2399369,2444361,2575676,2737807,2913605,3068190,3346740,3580978,3793230,3860315,3746315,4031319,4306521,4301255,4608495,5134728,5238224,5673031,5908024,6110361
33660,"Mobile, AL (Metropolitan Statistical Area)",9154843,9607524,9760288,10001894,10467529,11280821,12443497,12888546,13379057,13090101,13708434,14467861,14421637,14583275,14921414,15567638,15678818,16068405,16657010,17192338
33700,"Modesto, CA (Metropolitan Statistical Area)",10933692,11611418,12227609,12885677,13848266,14393550,15016155,15762807,15958173,15778487,16545238,17294715,18018958,18520025,20154943,21651651,22435251,23200411,23915119,25188224
33740,"Monroe, LA (Metropolitan Statistical Area)",4573414,4685728,4866405,4949226,5160634,5415661,5768459,6019885,6340500,6517785,6629892,6937642,7124674,7269846,7277295,7578788,7789545,7894937,8249670,8375896
33780,"Monroe, MI (Metropolitan Statistical Area)",4354161,4483543,4500139,4650588,4850228,4992893,5144680,5298187,5355365,5053126,5196594,5474117,5656186,5712695,5973360,6300554,6487185,6762911,7040382,7311437
33860,"Montgomery, AL (Metropolitan Statistical Area)",9211118,9302862,9719022,10201010,10900568,11424121,12127245,12551790,12795564,12705955,13070002,13661973,13735181,13845430,14223282,14875366,15279590,15751012,16175960,16749561
34060,"Morgantown, WV (Metropolitan Statistical Area)",2547948,2711742,2864966,2918581,3139828,3394365,3590090,3720689,3964765,4135004,4469039,4713982,4906297,4922613,5210054,5453862,5456276,5741980,6017885,6181584
34100,"Morristown, TN (Metropolitan Statistical Area)",2723943,2784178,2873066,2981726,3140067,3229568,3377613,3529504,3696676,3694169,3848707,4090830,4192168,4254914,4403431,4640403,4735435,4909219,5164293,5346273
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2925830,2988240,3065301,3237973,3398320,3610887,3974726,4282873,4530111,4447733,4466693,4681927,4955299,5034845,5317757,5608530,5864530,6221979,6656585,7042338
